contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599051,pnps_ERR598952,pnps_ERR598997,pnps_ERR598989,pnps_ERR599052,pnps_ERR598987,pnps_ERR599004,pnps_ERR598942,pnps_ERR598980,pnps_ERR599015,pnps_ERR599030,pnps_ERR598971,pnps_ERR598995
c_MHASMcontig_1045906,NP,3903386,non-integron,L,"Replication, recombination and repair",,,,,,,,,0.0963535328818972,,,0.08913252045791423,
c_MHASMcontig_1045906,NP,3903391,non-integron,,,,,,,,,,,,,,0.31716510816105903,
c_MHASMcontig_1060105,NP,3939431,non-integron,E,Amino acid transport and metabolism,0.0,,,,,,0.008597921350528373,,,,,0.023590774566725446,
c_MHASMcontig_1079183,NP,3989677,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,0.06782068426216449,
c_MHASMcontig_1079183,NP,3989696,non-integron,C!!!C,Energy production and conversion!!!Energy production and conversion,,,,,,,,,,,,0.0,
c_MHASMcontig_1079183,NP,3989699,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.05361388420289346,
c_MHASMcontig_1108243,NP,4071388,non-integron,,,,,,,,,,,,,0.43602931339048506,,
c_MHASMcontig_1108243,NP,4071392,integron,,,,,,,,,,,,,,,0.04674436392764196
c_MHASMcontig_1108243,NP,4071393,integron,,,,,,,,,,,,,0.11921309653099628,,
c_MHASMcontig_1108243,NP,4071394,non-integron,,,,,,,,,,,,,0.05209369528411275,,
c_MHASMcontig_1120467,NP,4125925,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,,0.050386496096646256,
c_MHASMcontig_1120467,NP,4125938,non-integron,E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism,,,,,,,,,,,,0.013754238594328096,
c_MHASMcontig_1120467,NP,4125947,non-integron,,,,,,,,,,,,,,29.64876668427241,
