contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR598952,pnps_ERR599007,pnps_ERR598997,pnps_ERR599132,pnps_ERR599346,pnps_ERR594404,pnps_ERR599064,pnps_ERR599128,pnps_ERR598994,pnps_ERR594395,pnps_ERR599055,pnps_ERR599067,pnps_ERR599065,pnps_ERR599168,pnps_ERR594325,pnps_ERR598978,pnps_ERR599144,pnps_ERR599118,pnps_ERR599353,pnps_ERR598965,pnps_ERR599108,pnps_ERR598943,pnps_ERR598971,pnps_ERR599349,pnps_ERR594313,pnps_ERR598962
c_118202,CPC,951047,non-integron,R,General function prediction only,,,,,0.005958110059264606,,,,,,,,,,,,,,,,,,,,,
c_118333,CPC,953647,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,0.0,,,,,,,,,,,,,0.04680772317536477,,,
c_118333,CPC,953649,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,0.04441502188109071,,,,,,,,,,,,,0.06550710428479824,,,
c_MHASMcontig_150,CPC,954359,integron,,,,,,,,,,,,,,,,,0.5054052026277448,,,,,,,,,,,
c_MHASMcontig_2277,CPC,959042,non-integron,T!!!T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,2.7838482043077644,,,,,,
c_MHASMcontig_2277,CPC,959059,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,11.185721868484961,,,,,,
c_MHASMcontig_2277,CPC,959090,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,0.29657713504227634,,,,,,
c_MHASMcontig_2277,CPC,959097,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,2.176157522435905,,,,,,
c_MHASMcontig_2277,CPC,959157,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,18.270250955082982,,,,,,
c_MHASMcontig_2277,CPC,959166,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,0.6121864537044206,,,,,,
c_MHASMcontig_2277,CPC,959180,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.8671943722347055,,,,,,
c_MHASMcontig_2277,CPC,959182,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,0.2297338095457175,,,,,,
c_MHASMcontig_4136,CPC,963806,integron,,,,,,,,,,,,,,,,,,,,,,1.422343515742127,,,,,,
c_MHASMcontig_4989,CPC,965617,non-integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,0.08494516235319115,,,,,,,,,,,,,0.09951725342429744,,,,,,
c_MHASMcontig_4989,CPC,965618,integron,T!!!T,Signal transduction mechanisms!!!Signal transduction mechanisms,,,,,,,0.07696331163731532,,,,,,,,,,,,,0.06565077748888676,,,,,,
c_MHASMcontig_4989,CPC,965619,integron,,,,,,,,,0.0398351849794512,,,,,,,,,,,,,0.018397620224638825,,,,,,
c_MHASMcontig_4989,CPC,965620,integron,V,Defense mechanisms,,,,,,,0.2859728857467943,,,,,,,,,,,,,0.1597683223039836,,,,,,
c_MHASMcontig_4989,CPC,965621,non-integron,E,Amino acid transport and metabolism,,,,,,,0.06314523944166994,,,,,,,,,,,,,0.0512915307937911,,,,,,
c_MHASMcontig_6801,CPC,969717,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.979343613146251,,,,,,,,,,,,,0.2739275720240512,,,,,,
c_MHASMcontig_6801,CPC,969718,non-integron,,,,,,,,,,,,,,,,,,,,,,0.03982854713882074,,,,,,
c_MHASMcontig_7068,CPC,970273,non-integron,T,Signal transduction mechanisms,,,,,,,0.1084272166867317,,,,,,,,,,,,,0.05599921426586965,,,,,,
c_MHASMcontig_7068,CPC,970274,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.11941191864957774,,,,,,,,,,,,,0.0943204222956492,,,,,,
c_MHASMcontig_7068,CPC,970275,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.01505377705327305,,,,,,,,,,,,,0.021347953185368536,,,,,,
c_MHASMcontig_9055,CPC,975163,non-integron,,,,,,,,,0.4226478513593885,,,,,,,,,,,,,0.25201289028844465,,,,,,
c_MHASMcontig_9937,CPC,977057,non-integron,L,"Replication, recombination and repair",,,,,,,0.2430275718825544,,,,,,,,,,,,,0.1622407950947622,,,,,,
c_MHASMcontig_11495,CPC,980535,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.006731530058546488,,,,,,,,,,,,,0.002959246261390565,,,,,,
c_MHASMcontig_11495,CPC,980536,non-integron,L,"Replication, recombination and repair",,,,,,,2.7458758503229634,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_14245,CPC,986991,non-integron,,,,,,,,,0.329613553534492,,,,,,,,,,,,,,,,0.24195793709372715,,,
c_MHASMcontig_14473,CPC,987500,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,0.01764029573707232,,,,,0.006461661217272878,,,,,,
c_MHASMcontig_14473,CPC,987501,non-integron,K,Transcription,,,,,,,,,,,,,,,0.24112880847138124,,,,,,,,,,,
c_MHASMcontig_14473,CPC,987502,integron,K,Transcription,,,,,,,,,,,,,,,0.016688273418443374,,,,,,,,,,,
c_MHASMcontig_16976,CPC,992863,integron,,,,,,,,,,,,,,,,,,,,,,0.13825056433043806,,,,,,
c_MHASMcontig_18024,CPC,994988,non-integron,K,Transcription,,,,,,,,,,,,,,,0.1632555513177165,,,,,,,,,,,
c_MHASMcontig_18024,CPC,994989,non-integron,E!!!R,Amino acid transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,0.07898528696442236,,,,,,,,,,,
c_MHASMcontig_18024,CPC,994990,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,0.10715744043257956,,,,,,,,,,,
c_MHASMcontig_18024,CPC,994991,non-integron,C!!!C,Energy production and conversion!!!Energy production and conversion,,,,,,,,,,,,,,,0.10708532910888592,,,,,,,,,,,
c_MHASMcontig_18024,CPC,994992,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,0.1636041152805585,,,,,,,,,,,
c_MHASMcontig_18024,CPC,994993,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,0.011293067740386213,,,,,,,,,,,
c_MHASMcontig_18024,CPC,994994,non-integron,,,,,,,,,,,,,,,,,0.05209731621639729,,,,,,,,,,,
c_MHASMcontig_18024,CPC,994995,non-integron,R,General function prediction only,,,,,,,,,,,,,,,0.122574999663392,,,,,0.11127328651872367,,,,,,
c_MHASMcontig_18024,CPC,994996,integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,,,,,0.1822105252832364,,,,,0.1915273682203628,,,,,,
c_MHASMcontig_18024,CPC,994997,integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,0.023389528027288543,,,,,0.0,,,,,,
c_MHASMcontig_18024,CPC,994998,non-integron,E!!!G,Amino acid transport and metabolism!!!Carbohydrate transport and metabolism,,,,,,,,,,,,,,,0.04980001052329697,,,,,,,,,,,
c_MHASMcontig_18024,CPC,995000,non-integron,C!!!H!!!R,Energy production and conversion!!!Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,0.1503292430642605,,,,,0.1166470148447736,,,,,,
c_MHASMcontig_18024,CPC,995001,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,0.7541714614499412,,,,,,
c_MHASMcontig_18132,CPC,995181,non-integron,T,Signal transduction mechanisms,,,,,,,0.25419212885736064,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_18132,CPC,995184,integron,,,,,,,,,0.4374074232865456,,,,,,,,,,,,,0.12945650743718246,,,,,,
c_MHASMcontig_19630,CPC,998391,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,0.17815454833444627,,,,,,
c_MHASMcontig_22432,CPC,1004707,non-integron,V,Defense mechanisms,,,,0.12816676529168966,,,,,,,,,,,,,,,,,,,0.12804309833792998,,,
c_MHASMcontig_22432,CPC,1004708,integron,V,Defense mechanisms,,,,,,,0.0,,,,,,,,,,,,,0.05568868154919327,,,,,,
c_MHASMcontig_22959,CPC,1005857,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,0.012955836715890928,,,,,,
c_MHASMcontig_22959,CPC,1005858,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.14383077613397302,,,,,,
c_MHASMcontig_22959,CPC,1005859,non-integron,K!!!G,Transcription!!!Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,0.031218884572298586,,,,,,
c_MHASMcontig_22959,CPC,1005861,non-integron,,,,,,,,,,,,,,,,,,,,,,0.2175033504232411,,,,,,
c_MHASMcontig_27798,CPC,1017398,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,0.5432339399701367,,,,,,
c_MHASMcontig_27798,CPC,1017400,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,0.06870105862910485,,,,,,
c_MHASMcontig_27798,CPC,1017401,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,0.028958262294485858,,,,,,
c_MHASMcontig_28998,CPC,1020332,non-integron,,,,,,,,,,,,,,,,,,,,,,0.7774414600490994,,,,,,
c_MHASMcontig_29144,CPC,1020692,non-integron,R,General function prediction only,,,,,,,0.11227544910179317,,,,,,,,,,,,,0.16919217366860126,,,,,,
c_MHASMcontig_29144,CPC,1020693,non-integron,M!!!M,Cell wall/membrane/envelope biogenesis!!!Cell wall/membrane/envelope biogenesis,,,,,,,0.03622986455604402,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_29144,CPC,1020694,non-integron,V,Defense mechanisms,,,,,,,0.046271017529549784,,,,,,,,,,,,,0.05458492013566107,,,,,,
c_MHASMcontig_29144,CPC,1020695,integron,V,Defense mechanisms,,,,,,,0.05449694627613722,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_33396,CPC,1030111,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,0.03584069011678079,,,,,,,,,,,,,0.02079126763405911,,,,,,
c_MHASMcontig_34490,CPC,1032596,non-integron,,,,,,,,,0.3372234888694679,,,,,,,,,,,,,0.1317213985779569,,,,,,
c_MHASMcontig_34490,CPC,1032597,non-integron,L,"Replication, recombination and repair",,,,,,,0.10028142909493187,,,,,,,,,,,,,0.15260673708140532,,,,,,
c_MHASMcontig_35577,CPC,1035025,non-integron,,,,,,,,,0.05981295999650494,,,,,,,,,,,,,0.14582804317574175,,,,,,
c_MHASMcontig_35577,CPC,1035026,integron,,,,,,,,,,,,,,,,,,,,,,0.9172644283834712,,,,,,
c_MHASMcontig_35577,CPC,1035027,non-integron,,,,,,,,,,,,,,,,,,,,,,0.4824861336300996,,,,,,
c_MHASMcontig_35935,CPC,1035831,non-integron,,,,,,,,,0.2009701898931864,,,,,,,,,,,,,0.0534054747241262,,,,,,
c_MHASMcontig_35935,CPC,1035832,integron,R,General function prediction only,,,,,,,0.03656070525814308,,,,,,,,,,,,,0.13202191234840815,,,,,,
c_MHASMcontig_39405,CPC,1043559,non-integron,E!!!H,Amino acid transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,0.12985271654154626,,,,,,,,,,,,,0.03669075556466222,,,,,,
c_MHASMcontig_39405,CPC,1043560,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,0.05559100981408786,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_40110,CPC,1045205,non-integron,F!!!T,Nucleotide transport and metabolism!!!Signal transduction mechanisms,,,,,,,0.003694077015320556,,,,,,,,,,,,,0.0008583099323592227,,,,,,
c_MHASMcontig_41009,CPC,1047165,non-integron,V,Defense mechanisms,,,,,,,0.004862206997643808,,,,,,,,,,,,,0.016961012656744538,,,,,,
c_MHASMcontig_41009,CPC,1047166,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,0.03365194723194554,,,,,,
c_MHASMcontig_42614,CPC,1050711,non-integron,,,,,,,,,,,,,,,,,,,,,,0.3074146766794668,,,,,,
c_MHASMcontig_42614,CPC,1050714,integron,,,,,,,,,,,,,,,,,,,,,,1.3589905383634189,,,,,,
c_MHASMcontig_43660,CPC,1052874,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,0.16789004956458192,
c_MHASMcontig_43660,CPC,1052875,integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,0.03993242776944488,
c_MHASMcontig_43660,CPC,1052876,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,0.056118475850929335,
c_MHASMcontig_43660,CPC,1052877,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,0.1400136449251866,
c_MHASMcontig_43825,CPC,1053286,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.006846559593599432,,,,,,,,,,,,,0.017389562153286388,,,,,,
c_MHASMcontig_45487,CPC,1057145,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,0.010017149359703643,,,,,,
c_MHASMcontig_49813,CPC,1066877,non-integron,K,Transcription,,,,,,,0.09281966938647906,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_49813,CPC,1066878,integron,,,,,,,,,0.6972406651219984,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_49813,CPC,1066879,integron,P,Inorganic ion transport and metabolism,,,,,,,0.1576874984127413,,,,,,,,,,,,,0.09467764534356347,,,,,,
c_MHASMcontig_52454,CPC,1073215,non-integron,T,Signal transduction mechanisms,,,,,,,0.20443281481750888,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_52454,CPC,1073216,integron,R,General function prediction only,,,,,,,0.07461955059339223,,,,,,,,,,,,,0.02822251856920153,,,,,,
c_MHASMcontig_52454,CPC,1073217,non-integron,P,Inorganic ion transport and metabolism,,,,,,,0.05635955899962448,,,,,,,,,,,,,0.022634193725044188,,,,,,
c_MHASMcontig_54321,CPC,1077404,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,1.219484240687685,,,,,,,,,,,
c_MHASMcontig_55796,CPC,1080547,non-integron,R,General function prediction only,,,,,,,0.02205125543453932,,,,,,,,,,,,,0.02006891911411497,,,,,,
c_MHASMcontig_57601,CPC,1084454,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,0.06513760699894837,,,,,,
c_MHASMcontig_57601,CPC,1084455,integron,K!!!T,Transcription!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,0.03840042797193769,,,,,,
c_MHASMcontig_60327,CPC,1090747,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,0.6186784280693002,,,,,,
c_MHASMcontig_60327,CPC,1090748,integron,,,,,,,,,,,,,,,,,,,,,,0.6714378075334242,,,,,,
c_MHASMcontig_60327,CPC,1090752,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,0.4196135990759372,,,,,,
c_MHASMcontig_60327,CPC,1090753,integron,,,,,,,,,,,,,,,,,,,,,,0.3394759357011227,,,,,,
c_MHASMcontig_60327,CPC,1090757,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,0.33407373849088584,,,,,,
c_MHASMcontig_60327,CPC,1090758,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,0.10375710603348436,,,,,,
c_MHASMcontig_60604,CPC,1091384,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.00457392134973448,,,,,,,,,,,,,0.00391067453251265,,,,,,
c_MHASMcontig_60604,CPC,1091385,integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,,,,,,,,,,,,,,,,0.0036823016778842602,,,,,,
c_MHASMcontig_60604,CPC,1091386,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,0.061130173363438636,,,,,,,,,,,,,0.059460179645087485,,,,,,
c_MHASMcontig_60899,CPC,1092064,non-integron,K,Transcription,,,,,,,0.3285171311152941,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_63454,CPC,1097985,non-integron,,,,,,,,,,,,,,,,,,,,,,1.1323586969034196,,,,,,
c_MHASMcontig_63454,CPC,1097990,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,3.1680331333113982,,,,,,
c_MHASMcontig_66776,CPC,1105536,non-integron,X,"Mobilome: prophages, transposons",,0.0034594725641434823,,0.00930203765311963,,,,0.013494413765284487,,,,0.0,0.01799092902089377,0.003146450338901398,,,,,,,0.0,,0.028009609569825757,,,
c_MHASMcontig_68143,CPC,1108468,non-integron,X,"Mobilome: prophages, transposons",,,,,,,0.09319984725339793,,,,,,,,,,,,,0.09040570083712304,,,,,,
c_MHASMcontig_69632,CPC,1111671,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.06763382524946841,,,
c_MHASMcontig_69632,CPC,1111673,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,0.0034578573633837714,,,
c_MHASMcontig_69632,CPC,1111680,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_69632,CPC,1111681,non-integron,U!!!E,"Intracellular trafficking, secretion, and vesicular transport!!!Amino acid transport and metabolism",,,,,,,0.004184630846178004,,,,,,,,,,,,,0.004379578756407218,,,,,,
c_MHASMcontig_69632,CPC,1111701,non-integron,V,Defense mechanisms,,,,,,,0.0,,,,,,,,,,,,,0.0012560875230303845,,,,,,
c_MHASMcontig_69632,CPC,1111728,non-integron,I,Lipid transport and metabolism,,,,,,,0.03973121642454985,,,,,,,,,,,,,0.04540937907551639,,,0.07578568242547315,,,
c_MHASMcontig_69632,CPC,1111733,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,0.0052627424150725145,,,,,,
c_MHASMcontig_69632,CPC,1111734,non-integron,G!!!R,Carbohydrate transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,,,,,,,0.1235305869214597,,,
c_MHASMcontig_69632,CPC,1111735,non-integron,N,Cell motility,,,,,,,0.0075070079962657734,,,,,,,,,,,,,0.001756530605123633,,,,,,
c_MHASMcontig_69632,CPC,1111800,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,0.0015827934613156546,,,
c_MHASMcontig_69632,CPC,1111835,non-integron,E,Amino acid transport and metabolism,,,,,,,0.037786316843945636,,,,,,,,,,,,,,,,0.017728304373667517,,,
c_MHASMcontig_69632,CPC,1111840,non-integron,E,Amino acid transport and metabolism,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_69632,CPC,1111841,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,0.08021262083402005,,,,,,
c_MHASMcontig_69632,CPC,1111853,non-integron,I,Lipid transport and metabolism,,,,,,,0.01308867443179512,,,,,,,,,,,,,0.01518911202584549,,,,,,
c_MHASMcontig_69632,CPC,1111862,non-integron,,,,,,,,,0.9421710713270756,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_69632,CPC,1111875,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.001123764730416971,,,
c_MHASMcontig_69632,CPC,1111877,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,0.12972736355413614,,,,,,,,,,,,,0.04774089196104064,,,,,,
c_MHASMcontig_69632,CPC,1111879,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,0.049468895383957566,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_69632,CPC,1111881,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_69632,CPC,1111887,non-integron,F!!!H,Nucleotide transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,0.15193484014181555,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_69632,CPC,1111891,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,0.029747054397654724,,,
c_MHASMcontig_69632,CPC,1111902,non-integron,,,,,,,,,0.0737227840793783,,,,,,,,,,,,,0.06826559642083176,,,,,,
c_MHASMcontig_69632,CPC,1111908,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,0.02473311641957178,,,
c_MHASMcontig_69632,CPC,1111909,non-integron,P!!!P,Inorganic ion transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,0.013374269275607744,,,
c_MHASMcontig_70968,CPC,1114696,non-integron,,,,,,,,,0.10087423370873208,,,,,,,,,,,,,0.15825523537877195,,,,,,
c_MHASMcontig_70968,CPC,1114697,integron,,,,,,,,,0.6579801008586581,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_71376,CPC,1115520,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,0.06805160937100536,,,,,,
c_MHASMcontig_71376,CPC,1115521,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,0.036116843256314084,,,,,,
c_MHASMcontig_71376,CPC,1115523,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.022228440075705614,,,,,,,,,,,,,0.04553913960984026,,,,,,
c_MHASMcontig_73360,CPC,1119770,non-integron,R,General function prediction only,,,,,,,0.01145106588277644,,,,,,,,,,,,,0.03259006813384191,,,,,,
c_MHASMcontig_73360,CPC,1119771,integron,G,Carbohydrate transport and metabolism,,,,,,,0.008865845532241663,,,,,,,,,,,,,0.0049526447971827104,,,,,,
c_MHASMcontig_73360,CPC,1119772,integron,,,,,,,,,0.09249129037001047,,,,,,,,,,,,,0.11622771808918105,,,,,,
c_MHASMcontig_75425,CPC,1124011,non-integron,I,Lipid transport and metabolism,,,,,,,0.133014952431712,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_76895,CPC,1126968,non-integron,K,Transcription,,,,,,,0.08624697533202659,,,,,,,,,,,,,0.08020179207023588,,,,,,
c_MHASMcontig_76895,CPC,1126969,integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,0.0,,,,,,,,,,,,,0.007279773836984852,,,,,,
c_MHASMcontig_76895,CPC,1126970,integron,G!!!K,Carbohydrate transport and metabolism!!!Transcription,,,,,,,0.02469545220953681,,,,,,,,,,,,,0.04029410848048181,,,,,,
c_MHASMcontig_78074,CPC,1129470,non-integron,,,,,,,,,0.09379564106591183,,,,,,,,,,,,,0.0489172054773898,,,,,,
c_MHASMcontig_78074,CPC,1129471,non-integron,,,,,,,,,0.016193414492634787,,,,,,,,,,,,,0.01172419064313888,,,,,,
c_MHASMcontig_78074,CPC,1129472,non-integron,K,Transcription,,,,,,,0.03762783447707233,,,,,,,,,,,,,0.03321717522013783,,,,,,
c_MHASMcontig_78074,CPC,1129473,non-integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,0.09060301610961888,,,,,,,,,,,,,0.10024409128606733,,,,,,
c_MHASMcontig_78074,CPC,1129474,non-integron,H,Coenzyme transport and metabolism,,,,,,,0.04441148303286658,,,,,,,,,,,,,0.05307696841308667,,,,,,
c_MHASMcontig_78074,CPC,1129475,non-integron,H,Coenzyme transport and metabolism,,,,,,,0.13423357016997195,,,,,,,,,,,,,0.10409389531791824,,,,,,
c_MHASMcontig_78074,CPC,1129476,non-integron,N,Cell motility,,,,,,,0.01180500522840033,,,,,,,,,,,,,0.013929683012007914,,,,,,
c_MHASMcontig_78074,CPC,1129477,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.04296994756693369,,,,,,,,,,,,,0.038324479956778124,,,,,,
c_MHASMcontig_78074,CPC,1129478,integron,P,Inorganic ion transport and metabolism,,,,,,,0.004053465267098182,,,,,,,,,,,,,0.04585430410674077,,,,,,
c_MHASMcontig_78074,CPC,1129479,non-integron,E!!!R,Amino acid transport and metabolism!!!General function prediction only,,,,,,,0.0,,,,,,,,,,,,,0.014891937411601091,,,,,,
c_MHASMcontig_78438,CPC,1130233,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,,,0.01696586262652044,,,,,,,,,,,,,0.020337145364198724,,,,,,
c_MHASMcontig_78438,CPC,1130234,non-integron,,,,,,,,,0.04901224163331365,,,,,,,,,,,,,0.03475604007430496,,,,,,
c_MHASMcontig_78438,CPC,1130235,non-integron,,,,,,,,,1.3631631648778784,,,,,,,,,,,,,0.2793833913879759,,,,,,
c_MHASMcontig_81199,CPC,1136553,non-integron,X,"Mobilome: prophages, transposons",,,,,,,0.05721677436906643,,,,,,,,,,,,,0.01011797797387709,,,,,,
c_MHASMcontig_81199,CPC,1136557,integron,V!!!U!!!W,"Defense mechanisms!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,0.08119380048964235,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_81246,CPC,1136687,non-integron,S,Function unknown,,,,,,,0.11375844689436247,,,,,,,,,,,,,0.18681662064796897,,,,,,
c_MHASMcontig_81246,CPC,1136688,integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,,,0.09988303321768333,,,,,,,,,,,,,0.05182771912073807,,,,,,
c_MHASMcontig_81246,CPC,1136689,integron,R,General function prediction only,,,,,,,0.023042415517869147,,,,,,,,,,,,,0.02191071715703674,,,,,,
c_MHASMcontig_81246,CPC,1136690,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,0.0035423593812300507,,,,,,
c_MHASMcontig_81246,CPC,1136691,non-integron,L,"Replication, recombination and repair",,,,,,,0.015076461391246288,,,,,,,,,,,,,0.01256345323340817,,,,,,
c_MHASMcontig_82860,CPC,1140434,non-integron,V,Defense mechanisms,,,,0.6743011869057776,,,0.8543101080218264,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_82860,CPC,1140438,integron,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
c_MHASMcontig_82860,CPC,1140439,integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,0.06597219758675299,,,
c_MHASMcontig_83196,CPC,1141138,non-integron,R,General function prediction only,,,,,,,0.020063391883044072,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_83356,CPC,1141489,non-integron,C,Energy production and conversion,,,,,,,0.006703777737274544,,,,,,,,,,,,,0.0021445623036364103,,,,,,
c_MHASMcontig_83356,CPC,1141501,non-integron,N!!!U!!!W,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,,,,,,,,,,0.0,,,,,,
c_MHASMcontig_83356,CPC,1141502,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,0.0,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_83356,CPC,1141506,non-integron,C,Energy production and conversion,,,,,,,0.06507197021389635,,,,,,,,,,,,,0.059379708379785276,,,0.0,,,
c_MHASMcontig_83909,CPC,1142530,non-integron,F,Nucleotide transport and metabolism,,,,,,,0.0039343781451439295,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_85935,CPC,1146670,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,0.2506658283565588,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_85935,CPC,1146671,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,0.027707170891700918,,,,,,,,,,,,,0.022545418739558,,,,,,
c_MHASMcontig_85935,CPC,1146672,non-integron,C,Energy production and conversion,,,,,,,0.023231860371053497,,,,,,,,,,,,,0.03806092103184058,,,,,,
