,contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_SRR3968777,pnps_SRR3963982,pnps_SRR3963456,pnps_SRR3962680,pnps_SRR3965585,pnps_SRR3960578,pnps_SRR3965592,pnps_SRR3964650,pnps_SRR3960580,pnps_SRR3960579,pnps_SRR3960581,pnps_SRR3961935,pnps_SRR3960577,pnps_SRR3967025,pnps_SRR3967700,pnps_SRR3965676,pnps_SRR3965874,pnps_SRR3967699,pnps_SRR3961604,pnps_SRR3960575,pnps_SRR3963449,pnps_SRR3962773,pnps_SRR3963804,pnps_SRR3963658,pnps_SRR3963498,pnps_SRR3968062,pnps_SRR3961047,pnps_SRR3965758,pnps_SRR3965873,pnps_SRR3967905,pnps_SRR3968061,pnps_SRR3965875,pnps_SRR3961906,pnps_SRR3962771,pnps_SRR3963599,pnps_SRR3960576,pnps_SRR3966130,pnps_SRR3967558,pnps_SRR3962772,pnps_SRR3963805,pnps_SRR3963571,pnps_SRR3968063,pnps_SRR3960572,pnps_SRR3963458,pnps_SRR3968060,pnps_SRR3962777,pnps_SRR3962293,pnps_SRR3967319,pnps_SRR3963457,pnps_SRR3967690,pnps_SRR3962508,pnps_SRR3965809,pnps_SRR3960684,pnps_SRR3961936,pnps_SRR3965647,pnps_SRR3963622,pnps_SRR3965586,pnps_SRR3968770
1743,k127_9560079,deep,539653,non-integron,H!!!R!!!H,Coenzyme transport and metabolism!!!General function prediction only!!!Coenzyme transport and metabolism,,,,,,0.8747002819369492,,,,,,,1.0367689177111918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,k127_9560079,deep,539654,non-integron,H,Coenzyme transport and metabolism,,,,,,0.8624711666783823,,,,,,,0.33045993925901845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,k127_9560079,deep,539656,non-integron,R,General function prediction only,,,,,,,,,,,,,0.7621093521531531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,k127_9560079,deep,539659,non-integron,C,Energy production and conversion,,,,,,1.6269962191749636,,,,,,,0.7227257198983197,,,,,,,,,,,,,,,,,,,,,,,1.7973895378364362,,,,,,,,,,,,,,,,,,,,,,
1750,k127_9560079,deep,539660,non-integron,,,,,,,,,,,,,,,0.6340043722349935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,k127_9560079,deep,539661,non-integron,R,General function prediction only,,,,,,1.3150216767903815,,,,,,,1.0218576887999216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,k127_9560079,deep,539663,non-integron,V,Defense mechanisms,,,,,,1.2786206932886008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,k127_9560079,deep,539665,non-integron,E!!!R!!!C,Amino acid transport and metabolism!!!General function prediction only!!!Energy production and conversion,,,,,,1.6221439852422324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,k127_9560079,deep,539666,non-integron,,,,,,,,2.2170884706900544,,,,,,,1.4985074626865849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,k127_9560079,deep,539669,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,1.5964900291575588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,k127_9560079,deep,539670,non-integron,E,Amino acid transport and metabolism,,,,,,1.6168940196950652,,,,,,,3.1980270843019905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,k127_9560079,deep,539672,non-integron,L,"Replication, recombination and repair",,,,,,3.5300291077426778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,k127_9560079,deep,539676,non-integron,H,Coenzyme transport and metabolism,,,,,,0.8647499365321265,,,,,,,3.5676109277594907,,,,,,,,,,,,,,,,,,,,,,,0.9568676983379704,,,,,,,,,,,,,,,,,,,,,,
1767,k127_9560079,deep,539677,non-integron,E!!!R,Amino acid transport and metabolism!!!General function prediction only,,,,,,,,,,,,,0.20905823989918185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,k127_9560079,deep,539678,non-integron,E!!!E!!!E,Amino acid transport and metabolism!!!Amino acid transport and metabolism!!!Amino acid transport and metabolism,,,,,,0.6408939639692343,,,,,,,1.896564881827216,,,,,,,,,,,,,,,,,,,,,,,0.21334920140095998,,,,,,,,,,,,,,,,,,,,,,
1769,k127_9560079,deep,539679,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9699979518862428,,,,,,,,,,,,,,,,,,,,,,
1791,k127_4546869,deep,546007,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,0.9192797128594942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,k127_4546869,deep,546008,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,1.1455978422460995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,k127_4546869,deep,546009,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,0.32125585929645856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,k127_6772847,deep,556657,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27565075727603944,,,,,,,,,
1802,k127_6772847,deep,556658,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4238386723538939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,k127_6772847,deep,556659,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09426505565781663,0.3665820155807433,,,,,,,,,
1804,k127_6772847,deep,556660,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,0.43779532875592025,,,,,,,1.5578611578611592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,k127_6772847,deep,556661,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8303275980410203,,,,,,,,0.4775500120552357,,,,,,,,,,,,0.944730747714426,,,,,,,,,
1806,k127_6772847,deep,556662,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30721718392611513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,k127_6772847,deep,556663,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8102406295895759,,,,,,,,,,,,,,,,,,,,1.199184491469744,,,,,,,,,
1809,k127_6772847,deep,556665,non-integron,O!!!O!!!P,"Posttranslational modification, protein turnover, chaperones!!!Posttranslational modification, protein turnover, chaperones!!!Inorganic ion transport and metabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8965693634349915,,,,,,,,,,,,,,,,,,,,0.2658591884928579,,,,,,,,,
1810,k127_6772847,deep,556666,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2946502489102644,,,,,,,,0.07105910175217081,,,,,,,,,,,,0.23673504766004602,,,,,,,,,
1811,k127_6772847,deep,556667,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5927811136038244,,,,,,,,,,,,,,,,,,,,0.4773677168980301,,,,,,,,,
1812,k127_6772847,deep,556668,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3181732211892442,,,,,,,,0.18185171105704645,,,,,,,,,,,,0.5628917957267817,,,,,,,,,
1813,k127_6772847,deep,556669,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5013216554031314,,,,,,,,0.8064278721828212,,,,,,,,,,,,0.5528453040615454,,,,,,,,,
1817,k127_6772847,deep,556673,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4855863561320426,,,,,,,,0.30592751980787297,,,,,,,,,,,,,,,,,,,,,
1818,k127_6772847,deep,556674,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8668607076574353,,,,,,,,0.8882828660382991,,,,,,,,,,,0.5233153115553939,0.959817516040966,,,,,,,,,
1819,k127_6772847,deep,556675,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31871819904826754,,,,,,,,0.4312107500044477,,,,,,,,,,,,0.3993975364725196,,,,,,,,,
1820,k127_6772847,deep,556676,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4760023730381482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,k127_6772847,deep,556678,integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17184271785041996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,k127_10681771,deep,570292,non-integron,E!!!F,Amino acid transport and metabolism!!!Nucleotide transport and metabolism,,0.10154108195572936,,,,,0.13289201790860392,,,,,,,,,0.1532776054014536,0.1824885334313525,,,,,,,,,,,0.2396895483073277,,,,0.1271688003741983,,,,,,,,,,,,0.20681858537582146,,,0.035262025794273344,,,,,,,,,,,
1872,k127_7895951,deep,579488,non-integron,K,Transcription,,0.06187270203353745,,,,,0.10740374660241787,,,,,,,,,0.05576554352026098,0.02068545414981368,,,,,,,,,,,,,,,0.0950790245520964,,,,,,,,,,,,0.020482497820315654,,,0.01932879781203276,,,,,,,,,,,
1873,k127_653476,deep,582713,integron,G!!!E!!!R,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,,,,,,,,,,,,,0.15286123377233318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,k127_653476,deep,582714,integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,0.2309590514748743,,,,,,,,,,,,,,,,0.04520521023421342,,,,,,,,,,,,0.0825033948695184,,,,,,,,,,
1875,k127_653476,deep,582715,integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,0.06454357310237736,,,,0.0705485978622349,,,0.02791642257491177,,,,0.16622325396761406,,0.028506927537515207,,,,,,,,,,0.08297010074526788,,,,,,,,,,,0.07997551765141714,0.06044495701938605,,,,,,,,,,0.07125031256099212
1876,k127_653476,deep,582716,integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,1.8274935775402041,,,,,,,,,,,,,,,,1.2750839239089906,,,,,,,,,,,,0.43122551676014265,,,,,,,,,,
1877,k127_653476,deep,582717,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11640834657056034,,,,,,,,,,
1878,k127_11246329,deep,584415,non-integron,X,"Mobilome: prophages, transposons",,0.28130438583922085,,,0.17504557214428687,0.2247718432954911,0.2204613415557092,0.14251848284977148,0.20658481056787514,,,,0.2497343106357006,0.15796913769163012,0.13202160355049394,0.07756693442997131,,0.13016336736954975,,0.13365109258635507,,0.1569673519730813,,0.5214508817310576,0.2920540382864845,0.14710240741548578,,,,0.15562870070084692,,0.14499130071774222,,,,0.13857606144623602,0.10150460584732313,0.14950138976559804,,,,0.18653185901722472,0.18967108151095147,,0.17940539929051913,,,0.10674145981895608,0.18201614897575946,0.2044987816310202,,0.22422102166625102,0.11234674714363024,,,0.0956044418862575,0.16616494445929192,0.1323577250213044
1882,k127_11246329,deep,584419,integron,C,Energy production and conversion,,,,,0.7618171370534248,0.3566805316359633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5006405143581919,,,,,,,,,,,,,,,,,,,,,,
1883,k127_11246329,deep,584420,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053181951907247366
1884,k127_4553692,deep,586833,non-integron,,,0.34262406526172423,,,0.7660332592951883,,,,,,0.4061807916132278,,,0.3950981260727301,,,,,,,,,,,,,0.4117576368939249,0.3214136806974026,0.32052958670405,1.256273911690864,,0.7726522288045009,,,,,,,,,,,1.1464407756916677,,,,,0.704287295671055,,,,,,,,,,0.4061304692041271,
1885,k127_4553692,deep,586834,integron,S,Function unknown,,,,,,,,,,0.3549045960865771,,,0.15564497015678913,,,,,,,,,0.039684391080617464,,,,0.15173340460269522,0.2827025592510244,,0.08851959686450157,,,,,,,,,,,,,,,,,,0.12286378437028007,,,,,,,,,,0.16490300436182284,
1886,k127_4553692,deep,586835,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,0.12497023755424982,,,,,,,,,,,,,,,,0.1206549454459202,0.13045694448790682,0.12095495734296323,0.4724560802610713,,,,,,,,,,,,,0.15597627973581935,,0.21382702335487644,,,0.12197797137572099,,,,,,,,,,0.16146673001767578,
1887,k127_4553692,deep,586836,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,0.2781334332027577,,,0.19801451931571984,,,,,,,,0.21507895388912665,0.12587082179340622,,,,0.10193169646115932,0.2198830964161005,0.17483041193638896,,,,,,,,,,,,,,0.155338971848705,,,,,0.0978742587150553,,0.2906977354406017,,,,,,,,0.26087465317253955,
1888,k127_4553692,deep,586837,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,0.1896255365168937,,,0.13208357313016514,,,,,,,,0.18095720812867427,,,,,0.08551510126556405,0.16156450805940428,0.18663800127513627,0.1896766442310191,,,,,,,,0.43747183799086653,,,,,0.1901949526451088,,0.053018354795226035,,,0.08909896843141397,,0.11370842655758795,,,,,,,,0.22870586345087304,
1889,k127_4553692,deep,586838,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,,,,0.1821393265032585,,,0.10592776402120564,,,,,,,,0.06388714944284843,,,,,,0.21386093993291827,0.2337879846786776,0.056078362190397926,,,,,,,,,,,,,,,,,,0.15053687969785834,,0.07827139259362725,,,,,,,,0.12806694221363146,
1890,k127_4553692,deep,586839,non-integron,M!!!N,Cell wall/membrane/envelope biogenesis!!!Cell motility,,,,,,,,,,0.2895319010011236,,,0.5064419155496255,,,,,,,,0.26018943614087625,0.5818017372373109,,,,0.4298200871667506,0.32496701041714626,0.41540792397834597,0.6603020874552206,,,,,,,,0.19689639318337632,,,,,0.5302341137123808,,,,,0.3381714586841496,,,,,,,,,,0.2686656078513241,
1977,k127_7899647,deep,602218,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22915628233604954,,,,,,,,,,,,,,,,
1980,k127_7899647,deep,602221,integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1948678798432617,,,,,,,,,,,,,,,,
1994,k127_1209568,deep,605800,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2118448504202135,,,,,,,,,,,,,,,,,,,,0.6336016105270191,,,,
2018,k127_12917268,deep,616554,non-integron,S,Function unknown,0.14452125494300982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5221066298135104,,,,,,,,,,,,,,,,0.38176341390255103
2019,k127_12917268,deep,616555,non-integron,,,0.15270963309451968,,,,0.09901456234317732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1706809874940698,,,,,,,,,,,,,,,,0.16109286308804566
2023,k127_12917268,deep,616559,non-integron,,,0.0775259862139251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08150380347225197
2180,k127_7346974,deep,650557,integron,,,,,,,,,,,,,,,,,,,,0.4551671304286585,,,,,,,,,,,,,,,,,,,,,,,,0.5485956195536983,,,0.4364205071283357,,,,,,,,,,,,,
2183,k127_669276,deep,673046,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14793774588315928,,,,,,,,,,,,,,,,
2184,k127_669276,deep,673047,integron,X,"Mobilome: prophages, transposons",,,,,,0.17824278318801615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06809032203384306,,,,,,0.006796941376380632,,,,,,,,,,,,,,,,
2187,k127_669276,deep,673050,integron,,,,,,,,0.1822696534438832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,k127_5122162,deep,674057,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,0.022945009726333444,,,,,0.00907456069198196,,,,,,,,,0.2204105924457346,0.007097506521578229,,,,,,,,,,,,,,,0.010501905448955151,,,,,,,,,,,,0.16337765858213055,,,0.03843260294763228,,,,,,,,,,,
2259,k127_672434,deep,691184,non-integron,,,,,,,,0.8889125095213117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3627227393238544,,,,,,,,,,,,,,,,
2261,k127_672434,deep,691186,integron,,,,,,,,0.6892667704951787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,k127_672434,deep,691189,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,0.3638471316833508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,k127_672434,deep,691190,integron,S,Function unknown,,,,,,0.3173629164732065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,k127_672434,deep,691192,integron,,,,,,,,0.7516770490570724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,k127_672434,deep,691193,integron,E,Amino acid transport and metabolism,,,,,,0.9702331666958676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,k127_672434,deep,691194,non-integron,,,,,,,,1.2420420369423797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,k127_672434,deep,691195,non-integron,,,,,,,,0.4901211904761881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,k127_672434,deep,691197,non-integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,2.706145275742106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,k127_5124735,deep,691679,non-integron,,,,0.34387552836485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18493123233020825,,,0.13377983080869335,,,,,,,,,,,,,
2274,k127_5124735,deep,691680,integron,,,,0.01840335665569727,,,0.061771833472463414,,,,0.007807316073335319,,,,,,0.004105353874931879,,,0.0035787513520703384,,,,,,,,0.045355150285314096,,,,,,,,,,0.07955728486182902,0.07004908996536728,,,,,0.03906323609612642,,,0.048929272107055465,,,,,,,,,,,,0.009324105667468488,0.010936975117625309
2275,k127_5124735,deep,691681,integron,O,"Posttranslational modification, protein turnover, chaperones",,2.5617071035627443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,k127_12933444,deep,702071,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2776196531840331,,,,,
2312,k127_11815389,deep,707088,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1046859421734799,,,,,,,,,,,,,
2317,k127_11815389,deep,707093,integron,K,Transcription,,,,,,,,,,,,,,0.04749981950406772,,,,0.012122071104004385,,,,,,,,,,,,,,,,,,,,,,,,0.033429688248309934,,,0.054360783475197336,,,,,,,,,,,,,0.021711522346508444
2318,k127_11815389,deep,707094,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.030668058503102807,,,,,,,,,,,,,
2319,k127_8470804,deep,708557,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21625467210329494,,,,,,,,,,
2360,k127_11815717,deep,709186,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05287592168893295,,,,,,,,,,,,,,,,
2436,k127_6801821,deep,722356,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,3.0829144643813566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,k127_6801821,deep,722357,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,19.90925526432173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,k127_6801821,deep,722358,non-integron,R,General function prediction only,,,,,,,,,,,4.195118144070025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,k127_6801821,deep,722359,non-integron,,,,,,,,,,,,,1.98285766254628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,k127_6801821,deep,722361,non-integron,V,Defense mechanisms,,,,,,,,,,,3.1772117250003147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,k127_6801821,deep,722362,non-integron,V,Defense mechanisms,,,,,,,,,,,2.467893314727566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,k127_6801821,deep,722363,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,1.9105056947763548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,k127_6801821,deep,722364,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,5.529156523623843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,k127_6801821,deep,722366,non-integron,G!!!M!!!T,Carbohydrate transport and metabolism!!!Cell wall/membrane/envelope biogenesis!!!Signal transduction mechanisms,,,,,,,,,,,6.967270458045971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,k127_6801821,deep,722367,non-integron,M!!!R,Cell wall/membrane/envelope biogenesis!!!General function prediction only,,,,,,,,,,,1.8529360277555809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,k127_6801821,deep,722368,non-integron,,,,,,,,,,,,,1.3228505381126625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,k127_6801821,deep,722369,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,2.6287517131364484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,k127_6801821,deep,722370,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,2.9915325922194103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,k127_6801821,deep,722371,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,0.28812639780493604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,k127_6801821,deep,722372,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.6588631383081551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,k127_6801821,deep,722373,non-integron,C,Energy production and conversion,,,,,,,,,,,1.951075004817268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,k127_6801821,deep,722374,non-integron,K,Transcription,,,,,,,,,,,2.0652864779381543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,k127_6801821,deep,722375,non-integron,C,Energy production and conversion,,,,,,,,,,,2.852116055454864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,k127_6801821,deep,722376,non-integron,C!!!R,Energy production and conversion!!!General function prediction only,,,,,,,,,,,56.85432347017289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,k127_6801821,deep,722377,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,1.7258538846098768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,k127_6801821,deep,722378,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,1.3848321870762552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,k127_4022100,deep,723274,non-integron,,,,0.22873726387110654,,,0.19018629377704294,,,,,,,,,,,,,0.27231241007455625,,,,,,,,0.13008544723223656,,,,,,,,,,,,,,,,0.17451264288489973,,,0.17057907725678104,,,0.351924651042564,,0.09284185424226962,,,,,,,0.11304381959744385,
2462,k127_1798662,deep,726271,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1306329170998414,,,,,
2477,k127_7367913,deep,763858,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18024087748378986,0.12259186146160644,,,,,,,,,,0.21857666849298446,,,,,,,,0.3319192262799189,,
2578,k127_5703397,deep,766241,non-integron,V,Defense mechanisms,,,,,0.2893258426966289,0.2893258426966289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,k127_10167005,deep,786874,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.168009118541037,,,,
2674,k127_7938255,deep,805670,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7718511754741075,,,,,
2675,k127_7938255,deep,805671,integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8043477065078088,,,,,
2676,k127_7938255,deep,805672,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4568293338710794,,,,,
2683,k127_7938255,deep,805679,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2438667452450041,,,,,
2684,k127_7938255,deep,805680,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7840566127603458,,,,,
2685,k127_7938255,deep,805681,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7140741894631747,,,,,
2686,k127_7938255,deep,805682,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9064190844622868,,,,,
2687,k127_7938255,deep,805683,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.995485926991232,,,,,
