bin,depth,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,Percent Transposases,Percent Integrases,Highest Relative Abundance,complete genome size (Mbp),tara_station,size_fraction,biofilm_count,percent_biofilm
SP-3,epi,99.78,0,0,50.95,15,"906,923","344,231","238,346",3.58,92.66,NCBI Assembly,PBIN00000000,TARA_ANW_MAG_00050,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,SP,3522,1,2,0.00028393,0.000567859,tara124_girus_epi,3.587893365,tara124,girus,4,0.001135718
SP-30,SRF,79.15,0.23,0,48.85,94,"78,188","29,263","27,994",2.63,92.79,NCBI Assembly,PBIM00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_B,null,null,Hug et al. phylogenetic marker set,SP,2078,0,17,0,0.008180943,tara094_bact_surface,3.322804801,tara094,bact,0,0
SP-3003,MES,85.42,7.03,28.57,50.95,57,"111,137","56,749","42,429",2.42,93.56,NCBI Assembly,PBIJ00000000,n.a.,n.a.,Bacteria,Acidobacteria,null,null,novelFamily_A,null,null,Hug et al. phylogenetic marker set,SP,2127,0,0,0,0,tara111_bact_meso,2.833060173,tara111,bact,3,0.001410437
SP-3004,SRF,88.05,9.93,11.11,30.68,57,"136,351","30,936","27,966",1.59,96.24,NCBI Assembly,PBII00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_D,null,Hug et al. phylogenetic marker set,SP,1578,0,2,0,0.001267427,tara094_bact_surface,1.805792164,tara094,bact,0,0
SP-3009,SRF,72.94,2.69,0,54.34,56,"101,166","31,153","27,914",1.56,96.08,NCBI Assembly,PBIE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,null,null,Hug et al. phylogenetic marker set,SP,1355,0,3,0,0.002214022,tara100_prot_surface,2.138744173,tara100,prot,1,0.000738007
SP-301,epi,92.83,0,0,32.62,19,"337,684","113,503","73,861",1.4,92.87,NCBI Assembly,PBID00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1342,0,1,0,0.000745156,tara123_girus_epi,1.508133147,tara123,girus,1,0.000745156
SP-3013,epi,89.02,6.75,27.27,47.55,49,"126,797","48,363","40,925",2.01,93.31,NCBI Assembly,PBIA00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_F,null,null,null,null,Hug et al. phylogenetic marker set,SP,1908,0,1,0,0.000524109,tara123_girus_epi,2.257919569,tara123,girus,0,0
SP-3014,DCM,75.33,2.4,66.67,36.04,30,"198,612","78,980","55,650",1.67,95.28,NCBI Assembly,PBHZ00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_G,null,null,Hug et al. phylogenetic marker set,SP,1465,0,2,0,0.001365188,tara110_bact_dcm,2.216912253,tara110,bact,0,0
SP-3017,SRF,83.72,5.42,65,54.22,60,"132,298","50,768","41,090",2.47,92.2,NCBI Assembly,PBHX00000000,TARA_IOS_MAG_00029,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,SP,2317,0,0,0,0,tara100_prot_surface,2.950310559,tara100,prot,1,0.000431593
SP-3018,SRF,77.5,3.61,88.89,39.73,118,"94,928","37,241","30,755",3.63,90.57,figshare,not applicable,TARA_ION_MAG_00037,n.a.,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Algoriphagus,null,Hug et al. phylogenetic marker set,SP,3258,16,3,0.004910988,0.00092081,tara125_virus_surface,4.683870968,tara125,virus,7,0.002148557
SP-302,SRF,72.67,1.2,0,61.19,18,"745,367","242,617","166,249",2.99,92.34,NCBI Assembly,PBHW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales_3,Alteromonadaceae,Haliea,null,CheckM,SP,2710,11,7,0.004059041,0.002583026,tara122_virus_surface,4.114490161,tara122,virus,8,0.00295203
SP-3021,MES,90.16,7.79,80,59.77,58,"156,318","59,545","47,566",2.76,91.75,NCBI Assembly,PBHU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,null,Hug et al. phylogenetic marker set,SP,2645,1,1,0.000378072,0.000378072,tara122_prot_meso,3.06122449,tara122,prot,5,0.001890359
SP-3023,SRF,79.7,2.28,81.82,49.7,61,"133,192","52,429","42,180",2.57,87.41,NCBI Assembly,PBHS00000000,TARA_PSW_MAG_00060,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,SP,2257,1,3,0.000443066,0.001329198,tara122_prot_surface,3.224592221,tara122,prot,3,0.001329198
SP-3024,DCM,77.73,3.26,20,34.74,53,"94,505","36,954","34,250",1.82,95.81,NCBI Assembly,PBHR00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_A,null,null,Hug et al. phylogenetic marker set,SP,1482,0,0,0,0,tara112_bact_dcm,2.341438312,tara112,bact,0,0
SP-3025,epi,74.67,3.36,66.67,46.05,53,"123,883","49,736","35,685",1.89,95.8,NCBI Assembly,PBHQ00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_A,null,null,Hug et al. phylogenetic marker set,SP,1497,0,2,0,0.001336005,tara124_prot_epi,2.531137003,tara124,prot,0,0
SP-3028,SRF,81.21,8.05,2.27,32.48,36,"185,763","76,563","50,989",1.84,94.94,NCBI Assembly,PBHO00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,null,null,CheckM,SP,1648,0,21,0,0.012742718,tara094_bact_surface,2.265730821,tara094,bact,1,0.000606796
SP-3029,SRF,84.36,9.19,11.94,32.94,52,"129,519","39,818","31,164",1.62,95.02,NCBI Assembly,PBHN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,null,null,null,Hug et al. phylogenetic marker set,SP,1579,0,15,0,0.009499683,tara125_girus_surface,1.920341394,tara125,girus,4,0.002533249
SP-303,SRF,73.2,1.6,50,42.75,29,"360,045","79,935","60,150",1.74,96.29,NCBI Assembly,PBHM00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_B,null,null,Hug et al. phylogenetic marker set,SP,1409,0,1,0,0.000709723,tara123_prot_surface,2.37704918,tara123,prot,0,0
SP-3030,MES,94.83,8.62,100,34.71,38,"267,419","132,738","88,543",3.36,90.62,NCBI Assembly,PBHL00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,null,null,CheckM,SP,3123,7,0,0.002241435,0,tara112_bact_meso,3.543182537,tara112,bact,6,0.00192123
SP-3031,MES,90.17,5.75,92.31,61.3,56,"222,266","78,051","58,006",3.25,91.93,NCBI Assembly,PBHK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,null,Hug et al. phylogenetic marker set,SP,3150,5,2,0.001587302,0.000634921,tara112_bact_meso,3.604302983,tara112,bact,3,0.000952381
SP-3035,epi,84.64,9.76,87.5,48.98,50,"259,464","112,010","81,631",4.08,92.01,NCBI Assembly,PBHI00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_G,null,Hug et al. phylogenetic marker set,SP,3128,0,3,0,0.000959079,tara124_prot_epi,4.820415879,tara124,prot,2,0.000639386
SP-3036,DCM,73.06,2.99,47.62,33.02,21,"157,991","59,799","53,162",1.12,96.63,NCBI Assembly,PBHH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1180,0,2,0,0.001694915,tara110_bact_dcm,1.532986586,tara110,bact,1,0.000847458
SP-3037,DCM,90.21,5.49,12.5,60.56,61,"428,177","106,470","73,294",4.47,94.68,NCBI Assembly,PBHG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,CheckM,SP,3549,0,2,0,0.000563539,tara122_prot_dcm,4.955104756,tara122,prot,1,0.00028177
SP-304,MES,85.7,2.14,0,54.23,50,"258,045","64,256","46,385",2.32,93.85,NCBI Assembly,PBHE00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_A,null,Hug et al. phylogenetic marker set,SP,2331,0,2,0,0.000858001,tara122_girus_meso,2.707117853,tara122,girus,0,0
SP-3040,DCM,93.79,8.56,20,28.01,17,"388,307","311,246","123,689",2.1,95.43,NCBI Assembly,PBHD00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_F,null,Hug et al. phylogenetic marker set,SP,1879,0,11,0,0.005854178,tara110_bact_dcm,2.239044674,tara110,bact,0,0
SP-3041,epi,77.71,4.46,100,30.74,20,"197,211","87,532","63,563",1.27,95.51,NCBI Assembly,PBHC00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1293,0,4,0,0.003093581,tara123_girus_epi,1.634281302,tara123,girus,0,0
SP-3044,DCM,79.21,4.95,100,31.33,21,"244,876","53,809","56,848",1.19,95.03,NCBI Assembly,PBHA00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1219,0,2,0,0.001640689,tara122_girus_dcm,1.502335564,tara122,girus,0,0
SP-3046,epi,85.09,8.77,93.75,32.5,28,"203,451","60,600","54,437",1.52,96.11,NCBI Assembly,PBGY00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,nove_genusE8,null,Hug et al. phylogenetic marker set,SP,1508,0,4,0,0.00265252,tara123_girus_epi,1.786343871,tara123,girus,2,0.00132626
SP-3048,DCM,78.37,2.04,55.56,55.22,76,"207,091","61,256","44,130",3.35,92.62,NCBI Assembly,PBGX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,SP,3044,13,2,0.004270696,0.00065703,tara122_virus_dcm,4.27459487,tara122,virus,16,0.005256242
SP-305,SRF,82.8,3.76,77.78,32.01,23,"226,618","75,413","66,016",1.52,95.85,NCBI Assembly,PBGV00000000,TARA_PSW_MAG_00061,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null,Hug et al. phylogenetic marker set,SP,1354,0,1,0,0.000738552,tara122_girus_surface,1.835748792,tara122,girus,0,0
SP-3050,MES,72.72,2.82,16.67,53.12,61,"102,067","38,234","34,054",2.08,93.49,NCBI Assembly,PBGU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,null,null,null,Hug et al. phylogenetic marker set,SP,1982,0,4,0,0.002018163,tara098_bact_meso,2.860286029,tara098,bact,0,0
SP-3054,SRF,74.93,4,66.67,43.03,56,"104,969","46,533","36,267",2.03,95.77,NCBI Assembly,PBGS00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_B,null,null,Hug et al. phylogenetic marker set,SP,1726,0,1,0,0.000579374,tara128_bact_surface,2.709195249,tara128,bact,0,0
SP-3055,SRF,89.48,7.86,96,38.57,40,"119,878","52,580","42,555",1.7,93.8,figshare,not applicable,TARA_PSW_MAG_00042,n.a.,Bacteria,Proteobacteria,novelClass_A,null,null,null,null,Hug et al. phylogenetic marker set,SP,1679,0,1,0,0.000595593,tara111_prot_surface,1.899865892,tara111,prot,8,0.004764741
SP-3058,SRF,73.41,3.3,66.67,30.04,51,"52,832","30,990","27,885",1.42,95.53,NCBI Assembly,PBGQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,CheckM,SP,1491,0,2,0,0.001341382,tara122_prot_surface,1.93434137,tara122,prot,1,0.000670691
SP-3059,SRF,86,5.6,100,35.56,26,"167,202","113,517","73,787",1.92,95.73,NCBI Assembly,PBGP00000000,TARA_PSW_MAG_00055,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_A,null,null,Hug et al. phylogenetic marker set,SP,1557,0,10,0,0.006422608,tara122_girus_surface,2.23255814,tara122,girus,0,0
SP-306,SRF,85.91,4.46,40,35.24,43,"311,524","107,540","96,953",4.17,91.02,figshare,not applicable,TARA_PSW_MAG_00022,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Halobacteriovoraceae,null,null,Hug et al. phylogenetic marker set,SP,3654,1,1,0.000273673,0.000273673,tara123_prot_surface,4.85391689,tara123,prot,1,0.000273673
SP-3060,SRF,92.31,7.69,100,31.1,36,"119,149","60,264","40,424",1.46,97.18,NCBI Assembly,PBGO00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1327,0,2,0,0.001507159,tara122_girus_surface,1.581627126,tara122,girus,0,0
SP-3061,SRF,73.79,2.14,66.67,44.69,26,"95,557","56,533","43,142",1.12,95.05,NCBI Assembly,PBGN00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_D,null,Hug et al. phylogenetic marker set,SP,1109,0,1,0,0.000901713,tara123_girus_surface,1.517820843,tara123,girus,0,0
SP-3062,SRF,71.47,4.8,0,45.97,57,"87,295","36,391","31,888",1.82,93.72,NCBI Assembly,PBGM00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,null,null,null,CheckM,SP,1535,1,1,0.000651466,0.000651466,tara123_girus_surface,2.546523017,tara123,girus,0,0
SP-3063,DCM,84.8,5.6,28.57,51.2,27,"108,947","82,017","54,607",1.47,95.46,NCBI Assembly,PBGL00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_I,null,null,Hug et al. phylogenetic marker set,SP,1290,0,2,0,0.001550388,tara096_prot_dcm,1.733490566,tara096,prot,0,0
SP-3065,epi,72.35,4.6,20,53.43,169,"109,977","34,433","29,368",4.96,88.73,NCBI Assembly,PBGK00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novelGenus_D,null,Hug et al. phylogenetic marker set,SP,3556,0,1,0,0.000281215,tara123_prot_epi,6.855563234,tara123,prot,2,0.00056243
SP-3066,SRF,70.93,3.6,100,45.02,25,"106,308","72,292","61,270",1.53,95.71,NCBI Assembly,PBGJ00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_B,null,null,Hug et al. phylogenetic marker set,SP,1298,0,2,0,0.001540832,tara123_prot_surface,2.157056253,tara123,prot,0,0
SP-3068,DCM,76.81,4.8,100,46.54,26,"160,079","94,385","60,087",1.56,95.74,NCBI Assembly,PBGH00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_H,null,null,Hug et al. phylogenetic marker set,SP,1358,0,3,0,0.002209131,tara096_prot_dcm,2.030985549,tara096,prot,0,0
SP-3069,epi,72.41,4.73,100,62.96,130,"118,834","34,408","31,240",4.06,90.53,NCBI Assembly,PBGG00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null,CheckM,SP,3965,2,2,0.000504414,0.000504414,tara124_prot_epi,5.606960365,tara124,prot,3,0.00075662
SP-3070,SRF,87.18,6.41,25,68.32,49,"167,815","74,618","55,498",2.72,92.88,NCBI Assembly,PBGE00000000,n.a.,n.a.,Bacteria,Actinobacteria,Acidimicrobidae,Acidimicrobiales,Acidimicrobiaceae,novelGenus_B,null,Hug et al. phylogenetic marker set,SP,2632,0,1,0,0.000379939,tara125_girus_surface,3.119981647,tara125,girus,0,0
SP-3072,SRF,88.2,7.94,89.74,39.71,85,"148,334","47,032","42,535",3.62,91.52,figshare,not applicable,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cytophagaceae,Leeuwenhoekiella,null,Hug et al. phylogenetic marker set,SP,3150,6,2,0.001904762,0.000634921,tara100_virus_surface,4.10430839,tara100,virus,5,0.001587302
SP-3073,epi,79.34,4.41,0,29.08,34,"126,744","86,953","39,504",1.34,96.52,NCBI Assembly,PBGD00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_B,null,null,Hug et al. phylogenetic marker set,SP,1208,0,1,0,0.000827815,tara125_girus_epi,1.688933703,tara125,girus,0,0
SP-3074,DCM,80.44,5.6,14.29,48.73,23,"428,232","132,463","72,799",1.67,95.44,NCBI Assembly,PBGC00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,null,null,null,CheckM,SP,1452,0,3,0,0.002066116,tara128_bact_dcm,2.076081551,tara128,bact,0,0
SP-3083,MES,94.74,7.66,0,55.25,114,"383,879","92,748","55,998",6.38,85.78,NCBI Assembly,PBFX00000000,n.a.,n.a.,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,novel_genus4,null,Alternative phylogenetic marker set,SP,4926,0,1,0,0.000203004,tara100_prot_meso,6.73421997,tara100,prot,3,0.000609013
SP-3084,MES,90.65,5.16,0,63.33,77,"427,728","122,618","75,988",5.85,88.5,NCBI Assembly,PBFW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,null,null,null,null,Hug et al. phylogenetic marker set,SP,5201,11,17,0.002114978,0.003268602,tara100_prot_meso,6.453392168,tara100,prot,3,0.000576812
SP-3094,DCM,93.63,7.8,54.29,63.6,31,"389,649","166,207","119,699",3.71,88.72,figshare,not applicable,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,null,Hug et al. phylogenetic marker set,SP,3335,6,1,0.0017991,0.00029985,tara111_prot_dcm,3.962405212,tara111,prot,14,0.004197901
SP-3097,DCM,76.37,3.3,0,34.56,60,"115,666","40,633","35,293",2.12,95.51,NCBI Assembly,PBFM00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1837,0,1,0,0.000544366,tara122_girus_dcm,2.775959146,tara122,girus,1,0.000544366
SP-3098,DCM,88.24,8.09,64.29,30.93,38,"146,199","54,976","46,043",1.75,95.83,NCBI Assembly,PBFL00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_G,null,Hug et al. phylogenetic marker set,SP,1550,0,5,0,0.003225806,tara110_bact_dcm,1.983227561,tara110,bact,1,0.000645161
SP-31,SRF,90.14,2.15,80,36.14,84,"160,319","43,838","37,775",3.17,91.87,figshare,not applicable,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_D,null,null,Hug et al. phylogenetic marker set,SP,2713,6,21,0.002211574,0.007740509,tara124_virus_surface,3.51675172,tara124,virus,7,0.00258017
SP-3103,epi,92.25,8.28,40,41.87,52,"221,068","62,882","53,538",2.78,92.05,NCBI Assembly,PBFH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,null,null,Hug et al. phylogenetic marker set,SP,2684,1,7,0.000372578,0.002608048,tara124_girus_epi,3.013550136,tara124,girus,1,0.000372578
SP-3105,SRF,86.81,6.04,0,28.07,35,"115,311","49,880","41,655",1.46,97.32,NCBI Assembly,PBFG00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1359,0,2,0,0.00147167,tara112_bact_surface,1.68183389,tara112,bact,2,0.00147167
SP-3106,MES,70.69,3.45,50,61.8,63,"79,428","33,999","31,501",1.98,92.36,figshare,not applicable,n.a.,n.a.,null,null,null,null,null,null,null,CheckM,SP,1771,0,1,0,0.000564653,tara111_bact_meso,2.800961947,tara111,bact,0,0
SP-3107,DCM,73.78,3.2,83.33,48.81,18,"239,640","93,070","72,256",1.3,95.9,NCBI Assembly,PBFF00000000,n.a.,n.a.,Archaea,Euryarchaeota,null,null,novelFamily_I,null,null,Hug et al. phylogenetic marker set,SP,1118,0,10,0,0.008944544,tara122_girus_dcm,1.761995121,tara122,girus,0,0
SP-3109,SRF,94.62,9.14,19.05,34.7,32,"150,125","74,325","55,575",1.78,95.64,NCBI Assembly,PBFE00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_F,null,null,Hug et al. phylogenetic marker set,SP,1636,0,9,0,0.005501222,tara123_girus_surface,1.881209047,tara123,girus,0,0
SP-311,epi,94.44,2.2,0,45.35,7,"632,637","439,213","288,782",2.02,93.51,NCBI Assembly,PBFD00000000,TARA_RED_MAG_00069,n.a.,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,null,null,null,Hug et al. phylogenetic marker set,SP,1779,0,3,0,0.001686341,tara123_girus_epi,2.138924185,tara123,girus,2,0.001124227
SP-3110,DCM,72.68,2.89,72.22,65.58,59,"105,457","42,470","39,610",2.34,90.68,NCBI Assembly,PBFC00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,null,CheckM,SP,2216,4,2,0.001805054,0.000902527,tara100_prot_dcm,3.219592735,tara100,prot,7,0.003158845
SP-3111,DCM,83.8,9.89,8.33,33.1,71,"115,754","48,956","37,971",2.7,96.15,NCBI Assembly,PBFB00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,2314,0,2,0,0.000864304,tara122_girus_dcm,3.221957041,tara122,girus,1,0.000432152
SP-3112,MES,85.96,5.65,37.5,39.38,17,"316,138","132,363","102,615",1.74,93.01,NCBI Assembly,PBFA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,null,null,Hug et al. phylogenetic marker set,SP,1662,4,11,0.002406739,0.006618532,tara112_bact_meso,2.024197301,tara112,bact,2,0.001203369
SP-3118,DCM,85.46,6.25,71.43,45.33,43,"153,181","62,531","45,274",1.95,95.11,NCBI Assembly,PBEX00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,JL-ENTP-F27,null,null,null,Hug et al. phylogenetic marker set,SP,1759,1,1,0.000568505,0.000568505,tara122_girus_dcm,2.281769249,tara122,girus,0,0
SP-3119,DCM,81.32,9.29,0,28.29,50,"83,506","43,275","33,223",1.66,96.89,NCBI Assembly,PBEW00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1510,0,3,0,0.001986755,tara122_girus_dcm,2.041318249,tara122,girus,1,0.000662252
SP-312,SRF,82.88,0,0,57.15,43,"396,148","99,456","70,506",3.03,92,NCBI Assembly,PBEV00000000,TARA_ION_MAG_00032,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,spongiibacter,null,Hug et al. phylogenetic marker set,SP,2816,24,5,0.008522727,0.001775568,tara122_virus_surface,3.655888031,tara122,virus,5,0.001775568
SP-316,MES,83.33,0,0,30.68,16,"205,418","113,549","81,310",1.3,94.72,NCBI Assembly,PBER00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,null,null,null,Hug et al. phylogenetic marker set,SP,1316,0,2,0,0.001519757,tara111_bact_meso,1.560062402,tara111,bact,0,0
SP-317,epi,71.81,1.12,0,32.11,53,"58,312","27,683","25,071",1.33,93.15,NCBI Assembly,PBEQ00000000,n.a.,n.a.,Bacteria,novelPhylum_C,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1211,0,3,0,0.002477291,tara125_girus_epi,1.852109734,tara125,girus,0,0
SP-319,epi,80.45,0.99,100,41.54,24,"146,852","57,744","53,329",1.28,94.31,NCBI Assembly,PBEP00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-1,null,null,null,null,Hug et al. phylogenetic marker set,SP,1261,0,2,0,0.001586043,tara123_girus_epi,1.591050342,tara123,girus,1,0.000793021
SP-32,DCM,98.64,0.74,0,65.6,59,"269,307","116,833","76,877",4.54,90.27,NCBI Assembly,PBEO00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,null,Hug et al. phylogenetic marker set,SP,4214,32,2,0.007593735,0.000474608,tara128_bact_dcm,4.602595296,tara128,bact,7,0.00166113
SP-320,epi,78.47,0,0,42.92,28,"127,535","63,706","46,418",1.3,94.63,NCBI Assembly,PBEN00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-1,null,null,null,null,Hug et al. phylogenetic marker set,SP,1283,0,2,0,0.001558846,tara123_girus_epi,1.656684083,tara123,girus,0,0
SP-328,DCM,87.91,0.3,100,28.99,23,"288,132","89,051","64,820",1.49,96.86,NCBI Assembly,PBEF00000000,n.a.,n.a.,Bacteria,Marinimicrobia,null,null,null,null,null,Hug et al. phylogenetic marker set,SP,1324,0,2,0,0.001510574,tara122_girus_dcm,1.694915254,tara122,girus,2,0.001510574
SP-330,SRF,90.3,0.54,0,33.93,26,"432,837","155,262","101,682",2.64,93.67,NCBI Assembly,PBEC00000000,TARA_RED_MAG_00099,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_E,null,null,Hug et al. phylogenetic marker set,SP,2248,0,26,0,0.011565836,tara124_prot_surface,2.92358804,tara124,prot,2,0.00088968
SP-331,SRF,86.25,2.88,76.47,37.35,8,"818,563","818,563","168,166",1.35,93.46,figshare,not applicable,TARA_PSW_MAG_00014,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,null,null,null,null,Hug et al. phylogenetic marker set,SP,1361,0,3,0,0.002204262,tara124_prot_surface,1.565217391,tara124,prot,2,0.001469508
SP-332,SRF,79.63,1.85,0,50.28,74,"264,138","72,512","59,781",4.42,89.24,NCBI Assembly,PBEB00000000,n.a.,n.a.,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,null,null,CheckM,SP,3887,1,5,0.000257268,0.001286339,tara123_prot_surface,5.550671857,tara123,prot,1,0.000257268
SP-333,SRF,81.03,1.72,100,63.86,56,"281,412","71,931","53,826",3.01,92.21,NCBI Assembly,PBEA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,null,null,null,CheckM,SP,2713,9,2,0.003317361,0.000737191,tara125_prot_surface,3.714673578,tara125,prot,8,0.002948765
SP-334,SRF,85.48,0,0,39.71,13,"571,184","248,524","164,251",2.14,91.94,NCBI Assembly,PBDZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,CheckM,SP,2015,0,4,0,0.001985112,tara125_girus_surface,2.503509593,tara125,girus,3,0.001488834
