bin,Percent Complete,Percent Contamination,Strain Heterogeneity,GC_content,contigs count,Max. contig length (bp),N50 contig length (bp),Mean contig length (bp),bin_size(Mbp),Coding density,Data repository hosting the genome assembly reported in this study,GenBank Accession ID for newly reported draft genomes,Matches Delmont et al. (2017) genome,Matches Tully et al. (2017) genome,Domain,Phylum,Class,Order,Family,Genus,Species,Phylogeny source method,ocean,Total ORFs,Transposases,Integrases,percent_trans,Highest Relative Abundance,complete genome size (Mbp),tara_station,biofilm_count,percent_biofilm,defense_count,percent_defense,prot,prot_normalized,bact,bact_over_prot
SAT-198,97.74,2.23,60,64.39,38,"414,169","221,466","101,314",3.85,91.24,NCBI Assembly,PARZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,,Hug et al. phylogenetic marker set,SAT,3749,15,2,0.4001067,tara072_virus_meso,3.939021895,tara072,5,0.1333689,89,2.3739664,0.341818,0.169320154,0.286952281,0.169320154
SAT-2,83.18,4.29,32.43,37.3,56,"169,347","60,092","42,238",2.37,93.93,NCBI Assembly,PARX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Alternative phylogenetic marker set,SAT,2221,0,2,0,tara068_bact_surface,2.849242606,tara068,2,0.0900495,43,1.9360648,0.956419427,1.986083809,9.417856268,1.986083809
SAT-20,90.05,3.16,0,52.5,106,"131,702","38,976","34,738",3.68,93.34,NCBI Assembly,PARW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,,Hug et al. phylogenetic marker set,SAT,3725,16,0,0.4295302,tara068_virus_meso,4.086618545,tara068,6,0.1610738,69,1.852349,0.061358438,0.480214502,0.146088377,0.480214502
SAT-200,72.83,1.36,28.57,46.02,59,"143,456","41,592","35,001",2.07,91.22,NCBI Assembly,PARV00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,SAT,1834,1,1,0.0545256,tara068_girus_meso,2.842235343,tara068,3,0.1635769,36,1.9629226,0.73411016,1.678381252,6.108828775,1.678381252
SAT-201,82.48,2.2,50,36.24,31,"111,396","47,190","39,078",1.21,95.23,NCBI Assembly,PARU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Hug et al. phylogenetic marker set,SAT,1203,0,0,0,tara076_bact_meso,1.467022308,tara076,2,0.166251,15,1.2468828,1.119616971,1.263639169,7.014531185,1.263639169
SAT-205,71.94,0,0,41.8,41,"114,633","49,086","41,520",1.7,95.82,NCBI Assembly,PAOW00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_B,,,Hug et al. phylogenetic marker set,SAT,1416,0,2,0,tara072_bact_surface,2.363080345,tara072,0,0,20,1.4124294,0.539577178,1.397595029,3.738875619,1.397595029
SAT-206,83.11,0.99,0,31.84,51,"93,584","28,940","27,089",1.38,95.77,NCBI Assembly,PAOV00000000,n.a.,n.a.,Bacteria,Chloroflexi,SAR202-2,novelOrder_B,,,,Hug et al. phylogenetic marker set,SAT,1329,0,18,0,tara068_girus_dcm,1.660450006,tara068,1,0.0752445,19,1.4296464,0.383865299,0.547036007,1.041120183,0.547036007
SAT-211,83.81,3.68,14.29,31.31,27,"70,681","45,960","36,775",0.99,96.38,NCBI Assembly,PAOQ00000000,n.a.,n.a.,Bacteria,SBR1093,,,,,,Hug et al. phylogenetic marker set,SAT,995,0,2,0,tara072_bact_dcm,1.181243288,tara072,0,0,11,1.1055276,0.085030983,2.48021446,1.045616753,2.48021446
SAT-213,78.38,1.98,50,45.72,56,"136,568","36,794","32,106",1.8,90.58,NCBI Assembly,PAOO00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,,,,Hug et al. phylogenetic marker set,SAT,1648,0,2,0,tara076_bact_meso,2.29650421,tara076,3,0.1820388,29,1.7597087,0.302031882,3.351052622,5.018109509,3.351052622
SAT-217,80.01,1.61,66.67,41.3,75,"146,564","42,165","35,288",2.65,90.87,NCBI Assembly,PAOL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,antarctica,Hug et al. phylogenetic marker set,SAT,2377,6,2,0.252419,tara070_bact_meso,3.312085989,tara070,5,0.2103492,51,2.1455616,0.023440673,25.42628553,2.955010948,25.42628553
SAT-22,93.81,1.14,25,63.78,69,"167,042","60,941","50,492",3.48,92.1,NCBI Assembly,PAOI00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Hug et al. phylogenetic marker set,SAT,3416,6,2,0.175644,tara076_girus_meso,3.709625839,tara076,4,0.117096,75,2.1955504,0.18017066,0.397160954,0.354778026,0.397160954
SAT-220,81.35,0,0,34.14,34,"75,019","31,503","28,070",0.95,95.73,NCBI Assembly,PAOH00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,,,,Hug et al. phylogenetic marker set,SAT,982,0,2,0,tara076_bact_dcm,1.167793485,tara076,0,0,14,1.4256619,0.196298066,6.930047943,6.744633542,6.930047943
SAT-221,92.57,1.19,20,34.78,22,"213,858","127,147","64,756",1.42,94.51,NCBI Assembly,PAOG00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_E,novelOrder_B,,,,Hug et al. phylogenetic marker set,SAT,1407,0,3,0,tara076_girus_dcm,1.53397429,tara076,1,0.0710732,19,1.3503909,0.076211409,11.34900872,4.28828873,11.34900872
SAT-225,70.49,1.61,0,60.16,146,"37,452","18,075","17,728",2.59,92.09,NCBI Assembly,PAOC00000000,n.a.,n.a.,Bacteria,Planctomycetes,Pla3,,,,,16S rRNA - SILVA SSURef128,SAT,2003,0,4,0,tara068_girus_meso,3.67428004,tara068,0,0,34,1.6974538,0.731927747,1.680036241,6.096673812,1.680036241
SAT-226,81.37,3.68,16.67,35.79,55,"126,670","33,399","28,310",1.56,93.2,NCBI Assembly,PAOB00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,,,,CheckM,SAT,1440,0,6,0,tara067_girus_surface,1.91716849,tara067,0,0,21,1.4583333,0.017232882,3.824257502,0.326746647,3.824257502
SAT-227,96.36,7.84,0,39.32,22,"803,477","730,128","123,491",2.72,91.03,NCBI Assembly,PAOA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,,,,Hug et al. phylogenetic marker set,SAT,2683,1,2,0.0372717,tara070_girus_meso,2.822748028,tara070,3,0.1118151,35,1.3045099,0.022077081,2.554380503,0.279597536,2.554380503
SAT-228,93.37,0.99,0,38.58,23,"171,781","100,045","71,391",1.64,94.1,NCBI Assembly,PANZ00000000,n.a.,n.a.,Bacteria,Chloroflexi,novelClass_F,,,,,Hug et al. phylogenetic marker set,SAT,1615,0,2,0,tara076_girus_dcm,1.756452822,tara076,0,0,27,1.6718266,0.046676015,6.109945006,1.413960151,6.109945006
SAT-23,76.65,0.82,0,65.67,123,"82,946","20,735","20,984",2.58,90.75,NCBI Assembly,PANX00000000,TARA_PSE_MAG_00002,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,,Hug et al. phylogenetic marker set,SAT,2444,3,3,0.1227496,tara078_virus_dcm,3.365949119,tara078,11,0.4500818,69,2.8232406,0.518675911,0.556208686,1.43034217,0.556208686
SAT-230,93.1,2.48,50,49.71,93,"312,985","80,340","52,915",4.92,87.51,NCBI Assembly,PANW00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,,,Hug et al. phylogenetic marker set,SAT,4403,23,6,0.5223711,tara070_bact_meso,5.284640172,tara070,13,0.2952532,94,2.134908,0.046762381,6.109258413,1.416417258,6.109258413
SAT-24,71.88,1.1,0,29.15,52,"100,923","27,185","25,036",1.3,96.72,NCBI Assembly,PANV00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,SAT,1228,0,2,0,tara070_girus_surface,1.808569839,tara070,2,0.1628664,14,1.1400651,0.097552999,7.466281763,3.611196315,7.466281763
SAT-25,80.75,2.28,0,38.76,111,"68,951","27,709","24,870",2.76,91.37,NCBI Assembly,PANU00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_A,novelSpecies_A,Hug et al. phylogenetic marker set,SAT,2495,0,4,0,tara068_virus_surface,3.417956656,tara068,10,0.4008016,62,2.4849699,0.482596305,0.079525137,0.190280601,0.079525137
SAT-2595,71.03,0,0,43.48,56,"71,510","25,367","24,115",1.35,93.03,NCBI Assembly,PANR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Lehionellales,Legionellaceae,,,Alternative phylogenetic marker set,SAT,1262,1,19,0.0792393,tara072_bact_meso,1.900605378,tara072,1,0.0792393,42,3.3280507,0.001010159,91.0399963,0.455961388,91.0399963
SAT-26,99.26,0.83,33.33,53.19,40,"273,038","107,857","68,636",2.75,91.03,NCBI Assembly,PANQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,,Hug et al. phylogenetic marker set,SAT,2605,2,13,0.0767754,tara082_virus_dcm,2.770501713,tara082,7,0.268714,79,3.0326296,3.856605207,0.012869221,0.246072752,0.012869221
SAT-2619,79.12,2.2,0,28.02,27,"144,260","64,495","44,560",1.2,96.98,NCBI Assembly,PANN00000000,n.a.,n.a.,Bacteria,Marinimicrobia,,,,,,Hug et al. phylogenetic marker set,SAT,1145,0,3,0,tara067_girus_surface,1.516683519,tara067,1,0.0873362,14,1.2227074,0.038399637,27.40027948,5.216608079,27.40027948
SAT-27,99.24,0.19,0,61.06,20,"1,899,196","329,657","216,209",4.32,90.11,NCBI Assembly,PANK00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,,Hug et al. phylogenetic marker set,SAT,4114,5,3,0.1215362,tara076_virus_dcm,4.353083434,tara076,4,0.097229,70,1.701507,2.138654842,0.291979367,3.095985798,0.291979367
SAT-2755,87.17,0.43,0,41.13,48,"350,794","118,497","67,222",3.23,90.92,NCBI Assembly,PANE00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,novel_genusE10,,Hug et al. phylogenetic marker set,SAT,3009,0,0,0,tara067_bact_surface,3.705403235,tara067,3,0.0997009,42,1.3958126,0.100011457,3.130767754,1.552410975,3.130767754
SAT-2756,90.86,1.86,22.22,40.43,28,"194,373","108,509","75,446",2.11,94.97,NCBI Assembly,PAND00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,,,,CheckM,SAT,1949,0,2,0,tara067_bact_surface,2.322254017,tara067,1,0.0513084,31,1.5905593,0.009751973,18.45211621,0.892164153,18.45211621
SAT-2766,79.57,0.81,0,34.18,31,"229,960","92,080","64,604",2,92.76,NCBI Assembly,PANC00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,,,Hug et al. phylogenetic marker set,SAT,1644,0,3,0,tara067_bact_surface,2.513510117,tara067,1,0.0608273,33,2.0072993,0.032829294,2.776777488,0.451969076,2.776777488
SAT-2787,92.53,0.86,0,42.77,5,"461,625","423,638","337,482",1.69,94.37,NCBI Assembly,PANA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,Hug et al. phylogenetic marker set,SAT,1524,1,12,0.0656168,tara070_bact_surface,1.82643467,tara070,4,0.2624672,33,2.1653543,0.015796831,3.339719057,0.261568839,3.339719057
SAT-2788,84.08,2.46,0,37.46,22,"447,679","291,372","152,665",3.36,94.72,NCBI Assembly,PAMZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Halobacteriovoraceae,,,Hug et al. phylogenetic marker set,SAT,3245,0,2,0,tara070_girus_surface,3.996194101,tara070,1,0.0308166,48,1.4791988,0.048580584,0.551624268,0.13286549,0.551624268
SAT-28,96.64,1,100,54.72,73,"306,359","97,591","63,362",4.63,89.43,NCBI Assembly,PAMX00000000,TARA_PSE_MAG_00100,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassopira,,Hug et al. phylogenetic marker set,SAT,4370,4,2,0.0915332,tara078_virus_dcm,4.790976821,tara078,10,0.228833,89,2.0366133,0.047581718,2.266857304,0.534774142,2.266857304
SAT-2910,74.91,1.85,0,46.28,75,"157,254","40,977","33,919",2.54,93.53,NCBI Assembly,PAMR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,SAT,2333,0,13,0,tara076_girus_dcm,3.390735549,tara076,0,0,62,2.6575225,0.096844158,1.670982884,0.802327221,1.670982884
SAT-2911,89.83,0.07,0,47.25,19,"354,322","189,526","109,301",2.08,88.72,NCBI Assembly,PAMQ00000000,n.a.,n.a.,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,,,Hug et al. phylogenetic marker set,SAT,1845,0,5,0,tara076_girus_dcm,2.315484805,tara076,0,0,28,1.5176152,0.03718255,2.977716668,0.548944756,2.977716668
SAT-3,95.93,0.62,50,35.19,60,"143,002","55,648","35,326",2.12,90.06,NCBI Assembly,PAMH00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,,Hug et al. phylogenetic marker set,SAT,2006,24,1,1.1964108,tara072_virus_meso,2.209944751,tara072,3,0.1495513,43,2.1435693,0.532237326,0.64788448,1.709657057,0.64788448
SAT-3021,100,6.34,0,37.22,26,"889,826","264,496","116,863",3.04,92.73,NCBI Assembly,PAME00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Crocinitomicaceae,,,Hug et al. phylogenetic marker set,SAT,2710,0,13,0,tara067_girus_surface,3.04,tara067,3,0.1107011,52,1.9188192,0.00421767,21.62972718,0.452303279,21.62972718
SAT-3048,70.04,0,0,51.76,19,"90,904","50,063","43,261",0.82,89.54,NCBI Assembly,PAMC00000000,n.a.,n.a.,Bacteria,CandidatePhylaRadiation,,,,,,Hug et al. phylogenetic marker set,SAT,854,1,15,0.117096,tara072_bact_meso,1.170759566,tara072,0,0,12,1.4051522,0.005604112,37.16519021,1.032640762,37.16519021
SAT-31,99.78,1.2,0,60.91,31,"745,358","232,722","131,264",4.07,92.39,NCBI Assembly,PALZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,,Hug et al. phylogenetic marker set,SAT,3719,20,7,0.537779,tara068_virus_surface,4.078973742,tara068,8,0.2151116,106,2.8502286,0.1594264,0.124288387,0.098241931,0.124288387
SAT-33,80.92,2.17,80,44.96,53,"131,873","41,920","31,314",1.66,93.74,NCBI Assembly,PALX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,Micavibrio,,Hug et al. phylogenetic marker set,SAT,1648,0,3,0,tara078_girus_meso,2.051408799,tara078,6,0.3640777,33,2.0024272,0.191014142,1.435756188,1.359728864,1.435756188
SAT-35,97.41,0.43,0,55.16,24,"567,093","252,815","151,687",3.64,92.57,NCBI Assembly,PALV00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,novel_order_E1,,,,Hug et al. phylogenetic marker set,SAT,3241,15,27,0.4628201,tara068_virus_surface,3.736782671,tara068,16,0.4936748,119,3.6717063,0.16074688,0.41560742,0.331231738,0.41560742
SAT-37,99.39,2.64,0,60.46,44,"469,673","160,658","81,249",3.57,91.91,NCBI Assembly,PALT00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,Hug et al. phylogenetic marker set,SAT,3495,4,5,0.1144492,tara070_bact_meso,3.591910655,tara070,7,0.2002861,69,1.9742489,0.143234891,1.130976635,0.803171987,1.130976635
SAT-38,80.13,3.07,83.33,41.42,57,"117,589","39,332","33,124",1.89,95.88,NCBI Assembly,PALS00000000,n.a.,n.a.,Archaea,Euryarchaeota,,,novelFamily_B,,,Hug et al. phylogenetic marker set,SAT,1526,0,14,0,tara078_bact_dcm,2.358667166,tara078,0,0,16,1.0484928,0.170002046,5.612411751,4.730529679,5.612411751
SAT-39,88.79,1.18,20,43.01,107,"131,144","34,001","30,131",3.22,88.42,NCBI Assembly,PALR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,CheckM,SAT,2948,9,7,0.3052917,tara070_girus_meso,3.62653452,tara070,10,0.339213,61,2.0691995,0.077049064,0.091257443,0.034861154,0.091257443
SAT-4,98.44,1.53,14.29,63.81,46,"297,595","147,917","84,724",3.9,90.27,NCBI Assembly,PALQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,Hug et al. phylogenetic marker set,SAT,3683,13,2,0.3529731,tara072_virus_meso,3.961804145,tara072,6,0.1629107,76,2.0635352,0.333522873,0.183749565,0.303849161,0.183749565
SAT-40,99.57,1.43,85.71,57.1,46,"346,334","129,154","83,271",3.83,91.87,NCBI Assembly,PALP00000000,TARA_ION_MAG_00032,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,spongiibacter,,Hug et al. phylogenetic marker set,SAT,3578,30,5,0.8384572,tara072_virus_dcm,3.846540123,tara072,5,0.1397429,96,2.6830632,1.365323628,0.227575525,1.540519707,0.227575525
SAT-42,94.03,3.87,9.09,63.49,97,"95,564","48,552","37,358",3.62,91.05,NCBI Assembly,PALN00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,,Alternative phylogenetic marker set,SAT,3409,4,15,0.1173365,tara070_virus_meso,3.849835159,tara070,7,0.2053388,62,1.8187152,0.108049133,0.617799719,0.330959682,0.617799719
SAT-43,98.92,0.27,0,40.5,47,"358,438","77,615","64,221",3.02,92.08,NCBI Assembly,PALM00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,novelFamily_D,,,Hug et al. phylogenetic marker set,SAT,2624,1,29,0.0381098,tara070_virus_surface,3.052972099,tara070,3,0.1143293,69,2.6295732,0.045763356,1.8667088,0.423545955,1.8667088
SAT-46,97.9,1.22,41.67,69.22,32,"299,837","192,662","110,618",3.54,92.11,NCBI Assembly,PALJ00000000,TARA_ASW_MAG_00026,n.a.,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,,Hug et al. phylogenetic marker set,SAT,3460,19,6,0.5491329,tara076_bact_dcm,3.615934627,tara076,7,0.2023121,67,1.9364162,11.34885969,0.320845661,18.05321256,0.320845661
SAT-47,85.13,4.73,81.82,40.25,107,"100,835","28,048","27,240",2.91,94.44,NCBI Assembly,PALI00000000,n.a.,n.a.,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,novelFamily_D,,,Hug et al. phylogenetic marker set,SAT,2335,0,6,0,tara068_prot_dcm,3.418301421,tara068,0,0,33,1.4132762,1.50780721,1.265047507,9.457116718,1.265047507
SAT-49,98.35,0.19,0,39.71,33,"443,072","217,600","92,305",3.05,93.58,NCBI Assembly,PALG00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,novelGenus_B,novelSpecies_A,Hug et al. phylogenetic marker set,SAT,2826,0,11,0,tara076_girus_meso,3.101169293,tara076,10,0.353857,77,2.7246992,0.453869979,1.35367378,3.046152014,1.35367378
SAT-5,88.37,2.62,38.46,67.18,97,"134,669","46,251","38,568",3.74,88.29,NCBI Assembly,PALF00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,,Alternative phylogenetic marker set,SAT,3471,3,13,0.0864304,tara072_virus_meso,4.2322055,tara072,2,0.0576203,51,1.4693172,0.367911048,0.368235896,0.671699537,0.368235896
SAT-51,99.24,5.6,0,44.29,80,"393,041","175,483","62,352",4.99,92.26,NCBI Assembly,PALD00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cytophagaceae,,,Hug et al. phylogenetic marker set,SAT,4297,8,8,0.1861764,tara076_girus_meso,5.02821443,tara076,8,0.1861764,117,2.7228299,0.617189553,0.39330258,1.203514867,0.39330258
SAT-52,96.37,2.68,0,72.04,60,"336,121","104,256","72,521",4.35,91.99,NCBI Assembly,PALC00000000,n.a.,n.a.,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,,Hug et al. phylogenetic marker set,SAT,4076,17,8,0.4170756,tara076_girus_meso,4.513852859,tara076,15,0.3680079,105,2.576055,0.586714293,0.245066105,0.712879318,0.245066105
SAT-54,98.16,3.17,5.26,61.96,64,"398,020","151,313","74,681",4.78,90.71,NCBI Assembly,PALA00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,,Hug et al. phylogenetic marker set,SAT,4520,23,16,0.5088496,tara072_virus_dcm,4.869600652,tara072,4,0.0884956,97,2.1460177,0.400587087,0.17197009,0.341551315,0.17197009
SAT-55,99.19,2.51,10,61.83,46,"420,768","196,111","111,197",5.12,90.71,NCBI Assembly,PAKZ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ahrensia,,Hug et al. phylogenetic marker set,SAT,4960,5,19,0.1008065,tara076_girus_meso,5.161810666,tara076,7,0.141129,100,2.016129,0.461676281,0.098997759,0.226604758,0.098997759
SAT-56,85.23,0.31,0,65.91,127,"112,420","31,116","28,085",3.57,90.78,NCBI Assembly,PAKY00000000,n.a.,n.a.,Bacteria,Planctomycetes,Phycisphaerae,SM1A02,,,,Hug et al. phylogenetic marker set,SAT,2951,7,21,0.2372077,tara076_girus_meso,4.188665963,tara076,4,0.1355473,70,2.3720773,0.122452297,0.124201854,0.075405168,0.124201854
SAT-57,76.17,1.27,0,65.76,197,"101,636","29,418","25,179",4.96,90.64,NCBI Assembly,PAKX00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Hug et al. phylogenetic marker set,SAT,4692,21,17,0.4475703,tara076_girus_meso,6.511750033,tara076,8,0.170503,105,2.2378517,1.405830436,0.043989464,0.306610984,0.043989464
SAT-6,98.23,0.92,33.33,45.48,18,"570,812","274,631","167,172",3.01,91.92,NCBI Assembly,PAKV00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,,Hug et al. phylogenetic marker set,SAT,2905,7,3,0.2409639,tara076_virus_meso,3.064236995,tara076,8,0.2753873,81,2.788296,0.569809598,0.237773744,0.67173775,0.237773744
SAT-60,98.91,4.26,0,65.11,43,"311,296","122,172","74,441",3.2,91.89,NCBI Assembly,PAKU00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Polycyclovorans,,Hug et al. phylogenetic marker set,SAT,3010,12,16,0.3986711,tara076_virus_meso,3.235264382,tara076,9,0.2990033,97,3.2225914,0.362816958,0.076562349,0.137723778,0.076562349
SAT-61,74.1,0.52,0,56.44,118,"66,490","27,514","24,669",2.91,91.9,NCBI Assembly,PAKT00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,,,Hug et al. phylogenetic marker set,SAT,2738,4,12,0.146092,tara076_virus_meso,3.927125506,tara076,2,0.073046,81,2.9583638,0.158439329,0.035789126,0.028113841,0.035789126
SAT-62,99.43,0.67,33.33,52.38,49,"245,738","110,879","67,797",3.32,93.12,NCBI Assembly,PAKS00000000,n.a.,n.a.,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,,,Hug et al. phylogenetic marker set,SAT,3165,12,13,0.3791469,tara078_bact_meso,3.339032485,tara078,19,0.600316,80,2.5276461,0.332694918,1.497653525,2.470379178,1.497653525
SAT-63,74.92,1.89,87.5,65.63,95,"138,891","48,061","37,494",3.56,90.47,NCBI Assembly,PAKR00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoraceae,Alcanivorax,,Alternative phylogenetic marker set,SAT,3345,26,8,0.7772795,tara078_girus_meso,4.751735184,tara078,4,0.1195815,114,3.4080717,1.130587916,0.845816151,4.741179647,0.845816151
SAT-64,76.1,1.08,0,63.69,147,"110,391","28,837","25,868",3.8,87.82,NCBI Assembly,PAKQ00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,CheckM,SAT,3311,5,8,0.1510118,tara078_girus_meso,4.993429698,tara078,19,0.5738448,79,2.3859861,0.374174771,0.716557982,1.329327342,0.716557982
SAT-66,90,1.3,33.33,54.45,87,"140,371","46,561","38,200",3.32,91.87,NCBI Assembly,PAKP00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,,Hug et al. phylogenetic marker set,SAT,3297,2,17,0.0606612,tara078_virus_dcm,3.688888889,tara078,4,0.1213224,48,1.455869,0.01592997,0.256400227,0.020250673,0.256400227
SAT-67,84.27,0.98,50,40.05,111,"139,366","27,359","25,474",2.83,92.16,NCBI Assembly,PAKO00000000,n.a.,n.a.,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,,,CheckM,SAT,2574,4,3,0.1554002,tara082_virus_surface,3.358253234,tara082,12,0.4662005,57,2.2144522,0.190082514,0.26011906,0.245143533,0.26011906
SAT-69,84.62,2.18,58.33,40.03,101,"149,960","44,536","37,433",3.78,89.44,NCBI Assembly,PAKM00000000,n.a.,n.a.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales_2,Pseudoalteromonadaceae,Pseudoalteromonas,,CheckM,SAT,3401,8,8,0.2352249,tara070_bact_meso,4.467029071,tara070,10,0.2940312,95,2.7932961,0.298729261,17.76944537,26.31829407,17.76944537
SAT-7,97.59,4.83,86.36,65.08,26,"571,758","297,800","131,290",3.41,91.49,NCBI Assembly,PAKL00000000,n.a.,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,,Hug et al. phylogenetic marker set,SAT,3310,4,3,0.1208459,tara078_virus_surface,3.494210472,tara078,8,0.2416918,84,2.5377644,1.023317137,0.747444074,3.792233307,0.747444074
SAT-73,98.7,2.75,88.89,58.46,26,"1,037,265","394,050","140,237",3.65,90.66,NCBI Assembly,PAKI00000000,TARA_ANE_MAG_00002,n.a.,Bacteria,Proteobacteria,Alphaproteobacteria,unclassifiedAlphaproteobacteria,,,,Hug et al. phylogenetic marker set,SAT,3440,7,8,0.2034884,tara072_virus_surface,3.698074975,tara072,8,0.2325581,106,3.0813953,0.407985953,3.507263343,7.094465559,3.507263343
