gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type
1293905,k127_8591768,2,563,r,1,1,COG0278!!!COG0316!!!COG0607,Glutaredoxin-related protein (GrxD) (PDB:1YKA)!!!Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94)!!!Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1),7.299999999999999e-46,"Posttranslational modification, protein turnover, chaperones!!!Posttranslational modification, protein turnover, chaperones!!!Inorganic ion transport and metabolism",k127_8591768_1,3,563,protein,CALIN
1293907,k127_8591768,1379,2156,f,0,1,COG2226,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW),7.899999999999999e-91,Coenzyme transport and metabolism,k127_8591768_3,1380,2156,protein,CALIN
1293908,k127_8591768,2306,2717,f,0,1,,,,,k127_8591768_4,2307,2717,protein,CALIN
1293909,k127_8591768,2933,4475,f,0,1,COG1807,"PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA (ArnT) (PDB:5EZM) (PUBMED:16226890;31233657;32706435)",1.7e-89,Cell wall/membrane/envelope biogenesis,k127_8591768_5,2934,4475,protein,CALIN
1294069,k127_11943568,2794,3682,r,0,1,,,,,k127_11943568_4,2795,3682,protein,CALIN
1294070,k127_11943568,3683,4202,r,0,1,,,,,k127_11943568_5,3684,4202,protein,CALIN
1294071,k127_11943568,4326,4575,f,0,1,,,,,k127_11943568_6,4327,4575,protein,CALIN
1296284,k127_9714125,2430,2799,r,0,1,,,,,k127_9714125_3,2431,2799,protein,CALIN
1296285,k127_9714125,2988,3624,r,0,1,,,,,k127_9714125_4,2989,3624,protein,CALIN
1296286,k127_9714125,3767,4394,r,0,1,,,,,k127_9714125_5,3768,4394,protein,CALIN
1296287,k127_9714125,4528,4936,r,0,1,,,,,k127_9714125_6,4529,4936,protein,CALIN
1296288,k127_9714125,4987,5362,r,0,1,,,,,k127_9714125_7,4988,5362,protein,CALIN
1296289,k127_9714125,5449,5902,r,0,1,,,,,k127_9714125_8,5450,5902,protein,CALIN
1307577,k127_9716947,979,1348,f,0,1,,,,,k127_9716947_2,980,1348,protein,CALIN
1307578,k127_9716947,1465,2158,f,0,1,,,,,k127_9716947_3,1466,2158,protein,CALIN
1307579,k127_9716947,2258,2774,f,0,1,,,,,k127_9716947_4,2259,2774,protein,CALIN
1307580,k127_9716947,2889,3387,f,0,1,,,,,k127_9716947_5,2890,3387,protein,CALIN
1307581,k127_9716947,3480,3759,f,0,1,COG1359,Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473),9.9e-20,Energy production and conversion,k127_9716947_6,3481,3759,protein,CALIN
1313052,k127_13063413,737,1007,f,0,1,,,,,k127_13063413_2,738,1007,protein,CALIN
1313053,k127_13063413,1003,1192,f,0,1,,,,,k127_13063413_3,1004,1192,protein,CALIN
1313054,k127_13063413,1148,1682,r,0,1,,,,,k127_13063413_4,1149,1682,protein,CALIN
1313055,k127_13063413,1731,2286,r,1,1,,,,,k127_13063413_5,1732,2286,protein,CALIN
1317762,k127_11402459,7143,7488,f,0,1,,,,,k127_11402459_10,7144,7488,protein,CALIN
1317763,k127_11402459,7601,7979,f,0,1,,,,,k127_11402459_11,7602,7979,protein,CALIN
1317764,k127_11402459,8085,8430,f,0,1,,,,,k127_11402459_12,8086,8430,protein,CALIN
1317765,k127_11402459,8540,9581,f,0,1,COG5474,NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific assembly factor CRR6 (CRR6) (PUBMED:23725563),7.5e-36,Energy production and conversion,k127_11402459_13,8541,9581,protein,CALIN
1317766,k127_11402459,9630,10689,f,0,1,,,,,k127_11402459_14,9631,10689,protein,CALIN
1321516,k127_6924644,480,951,f,0,1,,,,,k127_6924644_1,481,951,protein,CALIN
1321517,k127_6924644,1042,1387,f,0,1,,,,,k127_6924644_2,1043,1387,protein,CALIN
1321518,k127_6924644,1497,2304,r,1,1,COG3129,23S rRNA A1618 N6-methylase RlmF (RlmF) (PDB:2H00) (PUBMED:18021804),3.3999999999999997e-113,"Translation, ribosomal structure and biogenesis",k127_6924644_3,1498,2304,protein,CALIN
1324253,k127_3594488,291,627,r,0,1,,,,,k127_3594488_1,292,627,protein,CALIN
1324254,k127_3594488,822,1494,r,0,1,,,,,k127_3594488_2,823,1494,protein,CALIN
1325474,k127_4154060,1,88,f,1,1,,,,,k127_4154060_1,2,88,protein,CALIN
1325475,k127_4154060,144,462,f,0,1,COG2329,Heme-degrading monooxygenase HmoA and related ABM domain proteins (HmoA) (PDB:1IUJ) (PUBMED:21873409),1.3999999999999997e-38,Coenzyme transport and metabolism,k127_4154060_2,145,462,protein,CALIN
1325476,k127_4154060,547,970,f,0,1,,,,,k127_4154060_3,548,970,protein,CALIN
1325477,k127_4154060,950,1103,f,0,1,,,,,k127_4154060_4,951,1103,protein,CALIN
1325478,k127_4154060,1081,1456,f,0,1,,,,,k127_4154060_5,1082,1456,protein,CALIN
1325479,k127_4154060,1513,1792,f,0,1,,,,,k127_4154060_6,1514,1792,protein,CALIN
1325480,k127_4154060,1877,2303,f,0,1,,,,,k127_4154060_7,1878,2303,protein,CALIN
1325481,k127_4154060,2374,2524,f,1,1,,,,,k127_4154060_8,2375,2524,protein,CALIN
1326711,k127_10288861,2,428,f,1,1,,,,,k127_10288861_1,3,428,protein,CALIN
1326712,k127_10288861,1030,1381,f,0,1,,,,,k127_10288861_2,1031,1381,protein,CALIN
1326713,k127_10288861,1484,1958,f,0,1,,,,,k127_10288861_3,1485,1958,protein,CALIN
1326714,k127_10288861,1957,2056,f,0,1,,,,,k127_10288861_4,1958,2056,protein,CALIN
1326715,k127_10288861,2082,2844,f,0,1,,,,,k127_10288861_5,2083,2844,protein,CALIN
1326722,k127_10288861,8069,8768,f,0,1,COG1278,"Cold shock protein, CspA family (CspC) (PDB:1C9O)",2.5e-11,Transcription,k127_10288861_12,8070,8768,protein,CALIN
1326723,k127_10288861,9102,9984,r,0,1,COG0697,Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20),1.4999999999999998e-122,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,k127_10288861_13,9103,9984,protein,CALIN
1328523,k127_1362349,2,92,f,1,1,,,,,k127_1362349_1,3,92,protein,CALIN
1328524,k127_1362349,208,910,f,0,1,,,,,k127_1362349_2,209,910,protein,CALIN
1328525,k127_1362349,1034,1895,f,0,1,,,,,k127_1362349_3,1035,1895,protein,CALIN
1328543,k127_1362349,22049,23438,f,0,1,,,,,k127_1362349_21,22050,23438,protein,CALIN
1330042,k127_1362711,3556,3820,r,0,1,,,,,k127_1362711_7,3557,3820,protein,CALIN
1330043,k127_1362711,3902,4313,r,0,1,,,,,k127_1362711_8,3903,4313,protein,CALIN
1330044,k127_1362711,4415,4883,r,0,1,,,,,k127_1362711_9,4416,4883,protein,CALIN
1330045,k127_1362711,4936,5236,r,0,1,COG3668,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),7.099999999999999e-32,"Mobilome: prophages, transposons",k127_1362711_10,4937,5236,protein,CALIN
1330046,k127_1362711,5232,5472,r,0,1,,,,,k127_1362711_11,5233,5472,protein,CALIN
1330047,k127_1362711,5652,6048,r,0,1,COG0810,"Periplasmic protein TonB, links inner and outer membranes (TonB) (PDB:1IHR)",1.8000000000000001e-06,Cell wall/membrane/envelope biogenesis,k127_1362711_12,5653,6048,protein,CALIN
1330048,k127_1362711,6157,6784,r,0,1,,,,,k127_1362711_13,6158,6784,protein,CALIN
1330049,k127_1362711,6933,7530,r,0,1,COG0739,"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)",2e-49,Cell wall/membrane/envelope biogenesis,k127_1362711_14,6934,7530,protein,CALIN
1330050,k127_1362711,7580,7964,r,0,1,,,,,k127_1362711_15,7581,7964,protein,CALIN
1330051,k127_1362711,8048,8819,r,0,1,,,,,k127_1362711_16,8049,8819,protein,CALIN
1341975,k127_5264009,1124,1601,f,0,1,,,,,k127_5264009_3,1125,1601,protein,CALIN
1341976,k127_5264009,1671,2229,f,0,1,,,,,k127_5264009_4,1672,2229,protein,CALIN
1360985,k127_5830891,454,757,f,0,1,COG3668,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),1.1e-35,"Mobilome: prophages, transposons",k127_5830891_2,455,757,protein,CALIN
1360986,k127_5830891,887,1229,f,0,1,,,,,k127_5830891_3,888,1229,protein,CALIN
1360987,k127_5830891,1324,1894,f,0,1,COG2852,Very-short-patch-repair endonuclease (YcjD) (PDB:3HRL),4.1e-12,"Replication, recombination and repair",k127_5830891_4,1325,1894,protein,CALIN
1360988,k127_5830891,1922,2420,f,0,1,,,,,k127_5830891_5,1923,2420,protein,CALIN
1360989,k127_5830891,2519,3272,f,0,1,,,,,k127_5830891_6,2520,3272,protein,CALIN
1360990,k127_5830891,3579,4206,f,0,1,COG2808,Predicted FMN-binding regulatory protein PaiB (PaiB) (PDB:2OL5),4.899999999999999e-75,Signal transduction mechanisms,k127_5830891_7,3580,4206,protein,CALIN
1363704,k127_3044724,248,656,r,0,1,,,,,k127_3044724_1,249,656,protein,CALIN
1363705,k127_3044724,732,1104,r,0,1,,,,,k127_3044724_2,733,1104,protein,CALIN
1363710,k127_3044724,4304,4691,r,0,1,,,,,k127_3044724_7,4305,4691,protein,CALIN
1363711,k127_3044724,4790,5177,r,0,1,COG3755,"Uncharacterized conserved protein YecT, DUF1311 family (YecT) (PDB:3GI7)",6e-23,Function unknown,k127_3044724_8,4791,5177,protein,CALIN
1363712,k127_3044724,5290,5587,r,0,1,,,,,k127_3044724_9,5291,5587,protein,CALIN
1363713,k127_3044724,5694,6174,r,0,1,,,,,k127_3044724_10,5695,6174,protein,CALIN
1363714,k127_3044724,6259,6574,r,0,1,,,,,k127_3044724_11,6260,6574,protein,CALIN
1363715,k127_3044724,6719,7571,r,0,1,,,,,k127_3044724_12,6720,7571,protein,CALIN
1363716,k127_3044724,7645,8011,r,0,1,,,,,k127_3044724_13,7646,8011,protein,CALIN
1363717,k127_3044724,8102,8396,r,0,1,COG1359,Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473),9.8e-18,Energy production and conversion,k127_3044724_14,8103,8396,protein,CALIN
1368639,k127_13076574,1228,1450,f,0,1,,,,,k127_13076574_3,1229,1450,protein,CALIN
1368640,k127_13076574,1446,1566,f,0,1,,,,,k127_13076574_4,1447,1566,protein,CALIN
1368641,k127_13076574,1760,2282,f,0,1,COG0317,"(p)ppGpp synthase/hydrolase, HD superfamily (SpoT) (PDB:1TDJ)",3.9e-41,Signal transduction mechanisms!!!Transcription,k127_13076574_5,1761,2282,protein,CALIN
1368642,k127_13076574,2453,2585,r,0,1,,,,,k127_13076574_6,2454,2585,protein,CALIN
1371851,k127_4165447,991,1282,r,0,1,COG2026,"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",3.8e-30,Defense mechanisms,k127_4165447_2,992,1282,protein,CALIN
1371852,k127_4165447,1274,1496,r,0,1,,,,,k127_4165447_3,1275,1496,protein,CALIN
1371853,k127_4165447,1606,2215,f,0,1,,,,,k127_4165447_4,1607,2215,protein,CALIN
1376525,k127_1374705,2,608,f,1,1,,,,,k127_1374705_1,3,608,protein,CALIN
1376528,k127_1374705,2128,2308,f,1,1,,,,,k127_1374705_4,2129,2308,protein,CALIN
1377226,k127_8064317,2,743,f,1,1,,,,,k127_8064317_1,3,743,protein,CALIN
1377227,k127_8064317,735,1167,f,0,1,,,,,k127_8064317_2,736,1167,protein,CALIN
1377228,k127_8064317,1159,1402,f,0,1,,,,,k127_8064317_3,1160,1402,protein,CALIN
1377229,k127_8064317,1429,1720,f,0,1,,,,,k127_8064317_4,1430,1720,protein,CALIN
1377230,k127_8064317,1795,2017,f,0,1,,,,,k127_8064317_5,1796,2017,protein,CALIN
1377231,k127_8064317,2025,2391,f,0,1,,,,,k127_8064317_6,2026,2391,protein,CALIN
1377232,k127_8064317,2459,2786,f,0,1,,,,,k127_8064317_7,2460,2786,protein,CALIN
1377233,k127_8064317,2871,3111,f,0,1,,,,,k127_8064317_8,2872,3111,protein,CALIN
1377234,k127_8064317,3141,3249,f,1,1,,,,,k127_8064317_9,3142,3249,protein,CALIN
1380129,k127_8612641,626,1586,r,0,1,,,,,k127_8612641_1,627,1586,protein,CALIN
1388771,k127_821205,2187,2664,r,0,1,,,,,k127_821205_5,2188,2664,protein,CALIN
1388772,k127_821205,2782,3496,r,0,1,,,,,k127_821205_6,2783,3496,protein,CALIN
1388773,k127_821205,3634,4264,r,0,1,,,,,k127_821205_7,3635,4264,protein,CALIN
1397070,k127_6943824,46,361,f,0,1,,,,,k127_6943824_1,47,361,protein,CALIN
1397071,k127_6943824,474,705,f,0,1,,,,,k127_6943824_2,475,705,protein,CALIN
1397072,k127_6943824,1035,1731,f,0,1,,,,,k127_6943824_3,1036,1731,protein,CALIN
1397073,k127_6943824,1963,2452,r,0,1,,,,,k127_6943824_4,1964,2452,protein,CALIN
1397074,k127_6943824,2432,2618,r,0,1,,,,,k127_6943824_5,2433,2618,protein,CALIN
1397279,k127_10306493,136,550,r,0,1,COG0251,"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family (RidA) (PDB:1J7H) (PUBMED:22094463;32205462)",7.8e-29,Defense mechanisms,k127_10306493_1,137,550,protein,CALIN
1397280,k127_10306493,694,1036,r,0,1,COG3795,"5-chloro-2-hydroxyhydroquinone dehydrochlorinase TtfG, YCII superfamily (YCII) (PDB:1S7I) (PUBMED:23955343)",4.2e-36,"Secondary metabolites biosynthesis, transport and catabolism",k127_10306493_2,695,1036,protein,CALIN
1397281,k127_10306493,1420,1843,r,0,1,,,,,k127_10306493_3,1421,1843,protein,CALIN
1397282,k127_10306493,1836,2064,r,0,1,,,,,k127_10306493_4,1837,2064,protein,CALIN
1397283,k127_10306493,2017,2137,r,1,1,COG3547,Transposase,3.3e-09,"Mobilome: prophages, transposons",k127_10306493_5,2018,2137,protein,CALIN
1397956,k127_4172408,191,1529,f,0,1,,,,,k127_4172408_1,192,1529,protein,CALIN
1397957,k127_4172408,1627,3220,f,0,1,,,,,k127_4172408_2,1628,3220,protein,CALIN
1397958,k127_4172408,3191,3560,f,0,1,COG2963,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),9.8e-15,"Mobilome: prophages, transposons",k127_4172408_3,3192,3560,protein,CALIN
1397959,k127_4172408,3817,4414,f,0,1,COG2801,Transposase InsO and inactivated derivatives (Tra5),1.3999999999999995e-82,"Mobilome: prophages, transposons",k127_4172408_4,3818,4414,protein,CALIN
1397960,k127_4172408,4473,4851,f,0,1,,,,,k127_4172408_5,4474,4851,protein,CALIN
1397961,k127_4172408,5019,5262,f,0,1,COG2161,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",3.4999999999999997e-37,Defense mechanisms,k127_4172408_6,5020,5262,protein,CALIN
1397962,k127_4172408,5258,5522,f,0,1,COG4115,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family (PDB:2A6Q)",7.399999999999999e-41,Defense mechanisms,k127_4172408_7,5259,5522,protein,CALIN
1397963,k127_4172408,5608,6610,r,0,1,COG4977,"Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)",6.899999999999999e-71,Transcription,k127_4172408_8,5609,6610,protein,CALIN
1402359,k127_6945224,1032,1380,r,0,1,,,,,k127_6945224_3,1033,1380,protein,CALIN
1402360,k127_6945224,1478,2072,r,0,1,,,,,k127_6945224_4,1479,2072,protein,CALIN
1402361,k127_6945224,2148,2556,r,0,1,,,,,k127_6945224_5,2149,2556,protein,CALIN
1402362,k127_6945224,2649,3054,r,0,1,,,,,k127_6945224_6,2650,3054,protein,CALIN
1402363,k127_6945224,3120,3381,r,0,1,,,,,k127_6945224_7,3121,3381,protein,CALIN
1402364,k127_6945224,3415,3922,r,0,1,,,,,k127_6945224_8,3416,3922,protein,CALIN
1402782,k127_6945310,616,1183,r,0,1,,,,,k127_6945310_2,617,1183,protein,CALIN
1402783,k127_6945310,1334,1730,r,0,1,,,,,k127_6945310_3,1335,1730,protein,CALIN
1402784,k127_6945310,1813,2284,r,0,1,,,,,k127_6945310_4,1814,2284,protein,CALIN
1403769,k127_825060,585,1398,f,0,1,,,,,k127_825060_2,586,1398,protein,CALIN
1403770,k127_825060,1514,1988,f,0,1,,,,,k127_825060_3,1515,1988,protein,CALIN
1403771,k127_825060,2109,2379,f,0,1,,,,,k127_825060_4,2110,2379,protein,CALIN
1405432,k127_7505979,2,494,f,1,1,,,,,k127_7505979_1,3,494,protein,CALIN
1405435,k127_7505979,1628,2084,f,0,1,,,,,k127_7505979_4,1629,2084,protein,CALIN
1432044,k127_1389036,93,633,r,0,1,COG2453,Protein-tyrosine phosphatase (CDC14) (PDB:1D5R),2.7e-45,Signal transduction mechanisms,k127_1389036_2,94,633,protein,CALIN
1432045,k127_1389036,765,1203,r,0,1,COG1917,Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V),1.7e-61,General function prediction only,k127_1389036_3,766,1203,protein,CALIN
1432046,k127_1389036,1337,1451,r,0,1,,,,,k127_1389036_4,1338,1451,protein,CALIN
1432047,k127_1389036,1477,1636,r,0,1,,,,,k127_1389036_5,1478,1636,protein,CALIN
1440005,k127_1956069,155,437,f,0,1,,,,,k127_1956069_1,156,437,protein,CALIN
1440006,k127_1956069,642,1071,f,0,1,COG3791,Uncharacterized conserved protein (PDB:1X6M),3.3e-38,Function unknown,k127_1956069_2,643,1071,protein,CALIN
1440007,k127_1956069,1297,1777,f,0,1,,,,,k127_1956069_3,1298,1777,protein,CALIN
1440008,k127_1956069,2047,2491,r,0,1,,,,,k127_1956069_4,2048,2491,protein,CALIN
1440009,k127_1956069,2934,3210,f,0,1,,,,,k127_1956069_5,2935,3210,protein,CALIN
1440010,k127_1956069,3518,4097,f,0,1,,,,,k127_1956069_6,3519,4097,protein,CALIN
1443907,k127_9197532,1864,2308,r,0,1,,,,,k127_9197532_6,1865,2308,protein,CALIN
1443908,k127_9197532,2310,2760,r,0,1,,,,,k127_9197532_7,2311,2760,protein,CALIN
1443909,k127_9197532,2858,3212,r,0,1,,,,,k127_9197532_8,2859,3212,protein,CALIN
1448567,k127_10320208,3949,4960,f,0,1,,,,,k127_10320208_7,3950,4960,protein,CALIN
1448568,k127_10320208,5040,5601,f,0,1,,,,,k127_10320208_8,5041,5601,protein,CALIN
1448569,k127_10320208,5737,6955,f,0,1,,,,,k127_10320208_9,5738,6955,protein,CALIN
1460858,k127_3630348,2,110,r,1,1,,,,,k127_3630348_1,3,110,protein,CALIN
1460859,k127_3630348,222,774,r,0,1,COG0412,Dienelactone hydrolase (DLH) (PDB:4ZV9),5.2e-36,"Secondary metabolites biosynthesis, transport and catabolism",k127_3630348_2,223,774,protein,CALIN
1460860,k127_3630348,891,1185,r,0,1,COG3093,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",1.1e-48,Defense mechanisms,k127_3630348_3,892,1185,protein,CALIN
1460861,k127_3630348,1184,1481,r,0,1,COG3549,Plasmid maintenance system killer protein (HigB),2.3e-46,Defense mechanisms,k127_3630348_4,1185,1481,protein,CALIN
1460862,k127_3630348,1608,2910,r,0,1,COG0793,"C-terminal processing protease CtpA/Prc, contains a PDZ domain (CtpA) (PDB:6IQU)",1.0999999999999997e-188,"Posttranslational modification, protein turnover, chaperones",k127_3630348_5,1609,2910,protein,CALIN
1481741,k127_8089642,148,424,f,0,1,COG1359,Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473),1.2e-25,Energy production and conversion,k127_8089642_1,149,424,protein,CALIN
1481742,k127_8089642,513,921,f,0,1,COG3791,Uncharacterized conserved protein (PDB:1X6M),1.2999999999999998e-65,Function unknown,k127_8089642_2,514,921,protein,CALIN
1481743,k127_8089642,1025,1472,f,0,1,,,,,k127_8089642_3,1026,1472,protein,CALIN
1481744,k127_8089642,1564,2476,f,0,1,,,,,k127_8089642_4,1565,2476,protein,CALIN
1488408,k127_7528166,180,543,f,0,1,,,,,k127_7528166_1,181,543,protein,CALIN
1488409,k127_7528166,666,837,f,0,1,,,,,k127_7528166_2,667,837,protein,CALIN
1489167,k127_5301913,226,880,f,0,1,,,,,k127_5301913_2,227,880,protein,CALIN
1489168,k127_5301913,983,1256,f,0,1,,,,,k127_5301913_3,984,1256,protein,CALIN
1489169,k127_5301913,1257,1560,f,0,1,COG5304,"Predicted DNA binding protein, CopG/RHH family",4.4999999999999995e-42,Transcription,k127_5301913_4,1258,1560,protein,CALIN
1489170,k127_5301913,1599,1869,r,0,1,,,,,k127_5301913_5,1600,1869,protein,CALIN
1489171,k127_5301913,2001,2328,f,0,1,,,,,k127_5301913_6,2002,2328,protein,CALIN
1524140,k127_9219064,2058,2547,r,0,1,COG2453,Protein-tyrosine phosphatase (CDC14) (PDB:1D5R),1.4e-13,Signal transduction mechanisms,k127_9219064_4,2059,2547,protein,CALIN
1524141,k127_9219064,2746,3640,r,0,1,,,,,k127_9219064_5,2747,3640,protein,CALIN
1524142,k127_9219064,4153,4474,r,0,1,,,,,k127_9219064_6,4154,4474,protein,CALIN
1524143,k127_9219064,4502,4772,r,0,1,,,,,k127_9219064_7,4503,4772,protein,CALIN
1524144,k127_9219064,4819,5512,r,0,1,,,,,k127_9219064_8,4820,5512,protein,CALIN
1524289,k127_9219099,993,1413,f,0,1,,,,,k127_9219099_2,994,1413,protein,CALIN
1524290,k127_9219099,1539,2085,f,0,1,,,,,k127_9219099_3,1540,2085,protein,CALIN
1524291,k127_9219099,2135,2738,f,0,1,,,,,k127_9219099_4,2136,2738,protein,CALIN
1524292,k127_9219099,2865,3303,f,0,1,,,,,k127_9219099_5,2866,3303,protein,CALIN
1524293,k127_9219099,3384,3825,f,0,1,,,,,k127_9219099_6,3385,3825,protein,CALIN
1524294,k127_9219099,3936,4215,f,0,1,,,,,k127_9219099_7,3937,4215,protein,CALIN
1533714,k127_5314111,4168,4627,r,0,1,,,,,k127_5314111_4,4169,4627,protein,CALIN
1533715,k127_5314111,4736,5225,r,0,1,,,,,k127_5314111_5,4737,5225,protein,CALIN
1533716,k127_5314111,5303,5696,r,0,1,,,,,k127_5314111_6,5304,5696,protein,CALIN
1533717,k127_5314111,5813,7493,r,0,1,,,,,k127_5314111_7,5814,7493,protein,CALIN
1533718,k127_5314111,7578,8514,r,0,1,,,,,k127_5314111_8,7579,8514,protein,CALIN
1533719,k127_5314111,8608,9151,r,0,1,,,,,k127_5314111_9,8609,9151,protein,CALIN
1533720,k127_5314111,9203,10157,r,0,1,,,,,k127_5314111_10,9204,10157,protein,CALIN
1533721,k127_5314111,10187,11216,r,0,1,,,,,k127_5314111_11,10188,11216,protein,CALIN
1533722,k127_5314111,11317,11722,r,0,1,,,,,k127_5314111_12,11318,11722,protein,CALIN
1533723,k127_5314111,11826,12441,r,0,1,,,,,k127_5314111_13,11827,12441,protein,CALIN
1540960,k127_861053,2,197,r,1,1,,,,,k127_861053_1,3,197,protein,complete
1540961,k127_861053,497,1055,r,0,1,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),5.7e-59,"Replication, recombination and repair",k127_861053_2,498,1055,protein,complete
1540963,k127_861053,1934,2360,f,0,1,COG0456,Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE),1.5e-11,"Translation, ribosomal structure and biogenesis",k127_861053_4,1935,2360,protein,complete
1540964,k127_861053,2423,2579,f,1,1,,,,,k127_861053_5,2424,2579,protein,complete
1549148,k127_4756509,2,713,f,1,1,COG0551,"DNA topoisomerase I, ssDNA-binding Zn-finger and Zn-ribbon domains (YrdD) (PDB:1YUA)",2.4999999999999994e-99,"Replication, recombination and repair",k127_4756509_1,3,713,protein,CALIN
1549149,k127_4756509,883,1294,f,0,1,,,,,k127_4756509_2,884,1294,protein,CALIN
1549150,k127_4756509,1534,1909,r,0,1,COG0625,Glutathione S-transferase (GstA) (PDB:1A0F),2.0999999999999996e-41,"Posttranslational modification, protein turnover, chaperones",k127_4756509_3,1535,1909,protein,CALIN
1563635,k127_4760254,2864,3281,f,0,1,,,,,k127_4760254_3,2865,3281,protein,CALIN
1563636,k127_4760254,3924,4587,f,0,1,,,,,k127_4760254_4,3925,4587,protein,CALIN
1576097,k127_9233580,744,1353,r,0,1,,,,,k127_9233580_2,745,1353,protein,CALIN
1576098,k127_9233580,1473,1725,r,0,1,,,,,k127_9233580_3,1474,1725,protein,CALIN
1576099,k127_9233580,1844,2186,r,0,1,,,,,k127_9233580_4,1845,2186,protein,CALIN
1582113,k127_2546437,136,595,f,0,1,,,,,k127_2546437_1,137,595,protein,CALIN
1582114,k127_2546437,719,1316,r,0,1,,,,,k127_2546437_2,720,1316,protein,CALIN
1582117,k127_2546437,2522,2876,f,0,1,,,,,k127_2546437_5,2523,2876,protein,CALIN
1586265,k127_316659,887,1370,f,0,1,,,,,k127_316659_3,888,1370,protein,CALIN
1586266,k127_316659,1453,1693,f,0,1,,,,,k127_316659_4,1454,1693,protein,CALIN
1586267,k127_316659,1883,2207,f,0,1,,,,,k127_316659_5,1884,2207,protein,CALIN
1586268,k127_316659,2286,3444,f,0,1,,,,,k127_316659_6,2287,3444,protein,CALIN
1586269,k127_316659,3507,3771,f,0,1,,,,,k127_316659_7,3508,3771,protein,CALIN
1605261,k127_11478094,71,575,r,0,1,,,,,k127_11478094_1,72,575,protein,CALIN
1605262,k127_11478094,653,1553,r,0,1,,,,,k127_11478094_2,654,1553,protein,CALIN
1605263,k127_11478094,1583,2189,r,1,1,,,,,k127_11478094_3,1584,2189,protein,CALIN
1613876,k127_4772732,462,741,r,0,1,,,,,k127_4772732_3,463,741,protein,CALIN
1613877,k127_4772732,1264,1555,r,0,1,COG3093,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain (VapI) (PDB:4MCT)",1e-35,Defense mechanisms,k127_4772732_4,1265,1555,protein,CALIN
1620468,k127_9796673,956,1511,r,0,1,,,,,k127_9796673_2,957,1511,protein,CALIN
1620469,k127_9796673,1614,2031,r,0,1,,,,,k127_9796673_3,1615,2031,protein,CALIN
1620470,k127_9796673,2307,3780,r,0,1,COG1228,Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ),4.499999999999999e-95,"Secondary metabolites biosynthesis, transport and catabolism",k127_9796673_4,2308,3780,protein,CALIN
1620471,k127_9796673,3873,4410,r,0,1,,,,,k127_9796673_5,3874,4410,protein,CALIN
1620472,k127_9796673,4627,5671,f,0,1,COG3547,Transposase,7.999999999999998e-155,"Mobilome: prophages, transposons",k127_9796673_6,4628,5671,protein,CALIN
1620473,k127_9796673,6135,6825,r,0,1,,,,,k127_9796673_7,6136,6825,protein,CALIN
1620474,k127_9796673,6957,7671,r,0,1,,,,,k127_9796673_8,6958,7671,protein,CALIN
1620475,k127_9796673,7698,8526,r,0,1,,,,,k127_9796673_9,7699,8526,protein,CALIN
1620476,k127_9796673,8647,9205,r,0,1,,,,,k127_9796673_10,8648,9205,protein,CALIN
1620477,k127_9796673,9306,9801,r,0,1,,,,,k127_9796673_11,9307,9801,protein,CALIN
1620478,k127_9796673,9926,10289,r,0,1,COG1917,Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V),8.899999999999998e-61,General function prediction only,k127_9796673_12,9927,10289,protein,CALIN
