gene_callers_id,contig,start,stop,direction,partial,call_type,accession,gene_function,e_value,category,element,cassette_begin,cassette_end,type_molecule,from_integron_type,ocean
5917971,c_MHASMcontig_2163745,2571,3018,f,0,1,,,,,MHASMcontig_2163745_6,2572,3018,protein,CALIN,SP
5917972,c_MHASMcontig_2163745,3147,3468,f,0,1,,,,,MHASMcontig_2163745_7,3148,3468,protein,CALIN,SP
5917973,c_MHASMcontig_2163745,3595,3715,f,0,1,,,,,MHASMcontig_2163745_8,3596,3715,protein,CALIN,SP
5921567,c_MHASMcontig_2166017,1379,1799,r,0,1,,,,,MHASMcontig_2166017_2,1380,1799,protein,CALIN,SP
5921568,c_MHASMcontig_2166017,1896,2283,r,0,1,,,,,MHASMcontig_2166017_3,1897,2283,protein,CALIN,SP
5921569,c_MHASMcontig_2166017,2377,2905,r,0,1,,,,,MHASMcontig_2166017_4,2378,2905,protein,CALIN,SP
5921570,c_MHASMcontig_2166017,2992,3550,r,0,1,,,,,MHASMcontig_2166017_5,2993,3550,protein,CALIN,SP
5932937,c_MHASMcontig_2173622,1,67,r,1,1,,,,,MHASMcontig_2173622_1,2,67,protein,CALIN,SP
5936595,c_MHASMcontig_2176247,3189,3606,r,0,1,,,,,MHASMcontig_2176247_7,3190,3606,protein,CALIN,SP
5936596,c_MHASMcontig_2176247,4091,4817,r,0,1,,,,,MHASMcontig_2176247_8,4092,4817,protein,CALIN,SP
5939029,c_MHASMcontig_2177994,2394,3357,f,0,1,,,,,MHASMcontig_2177994_5,2395,3357,protein,In0,SP
5955868,c_MHASMcontig_2188612,0,681,f,1,1,,,,,MHASMcontig_2188612_1,1,681,protein,CALIN,SP
5955869,c_MHASMcontig_2188612,610,769,r,0,1,,,,,MHASMcontig_2188612_2,611,769,protein,CALIN,SP
5955870,c_MHASMcontig_2188612,828,1254,f,0,1,,,,,MHASMcontig_2188612_3,829,1254,protein,CALIN,SP
5955871,c_MHASMcontig_2188612,1332,1650,r,0,1,,,,,MHASMcontig_2188612_4,1333,1650,protein,CALIN,SP
5955872,c_MHASMcontig_2188612,1649,1895,r,0,1,,,,,MHASMcontig_2188612_5,1650,1895,protein,CALIN,SP
5955873,c_MHASMcontig_2188612,2089,2443,f,0,1,,,,,MHASMcontig_2188612_6,2090,2443,protein,CALIN,SP
5955875,c_MHASMcontig_2188612,2907,3396,f,0,1,,,,,MHASMcontig_2188612_8,2908,3396,protein,CALIN,SP
5959318,c_MHASMcontig_2190793,714,1959,r,0,1,,,,,MHASMcontig_2190793_3,715,1959,protein,CALIN,SP
5959319,c_MHASMcontig_2190793,2077,2386,r,0,1,,,,,MHASMcontig_2190793_4,2078,2386,protein,CALIN,SP
5959320,c_MHASMcontig_2190793,2502,2829,r,0,1,,,,,MHASMcontig_2190793_5,2503,2829,protein,CALIN,SP
5959321,c_MHASMcontig_2190793,2967,3312,r,0,1,,,,,MHASMcontig_2190793_6,2968,3312,protein,CALIN,SP
5959322,c_MHASMcontig_2190793,3341,3656,r,0,1,,,,,MHASMcontig_2190793_7,3342,3656,protein,CALIN,SP
5959323,c_MHASMcontig_2190793,3642,3975,r,0,1,,,,,MHASMcontig_2190793_8,3643,3975,protein,CALIN,SP
5959324,c_MHASMcontig_2190793,4136,4349,r,1,1,,,,,MHASMcontig_2190793_9,4137,4349,protein,CALIN,SP
5960718,c_MHASMcontig_2191775,12010,12139,r,0,1,,,,,MHASMcontig_2191775_16,12011,12139,protein,CALIN,SP
5960719,c_MHASMcontig_2191775,12232,12445,r,0,1,,,,,MHASMcontig_2191775_17,12233,12445,protein,CALIN,SP
5960720,c_MHASMcontig_2191775,12714,12918,r,0,1,,,,,MHASMcontig_2191775_18,12715,12918,protein,CALIN,SP
5967358,c_MHASMcontig_2195723,8153,8777,r,1,1,,,,,MHASMcontig_2195723_7,8154,8777,protein,In0,SP
5968056,c_MHASMcontig_2196353,166,502,r,0,1,,,,,MHASMcontig_2196353_1,167,502,protein,CALIN,SP
5968057,c_MHASMcontig_2196353,623,911,r,0,1,,,,,MHASMcontig_2196353_2,624,911,protein,CALIN,SP
5968058,c_MHASMcontig_2196353,1056,1323,r,0,1,,,,,MHASMcontig_2196353_3,1057,1323,protein,CALIN,SP
5968059,c_MHASMcontig_2196353,1455,1797,r,0,1,,,,,MHASMcontig_2196353_4,1456,1797,protein,CALIN,SP
5968060,c_MHASMcontig_2196353,1918,2182,r,0,1,,,,,MHASMcontig_2196353_5,1919,2182,protein,CALIN,SP
5968061,c_MHASMcontig_2196353,2168,2402,r,0,1,,,,,MHASMcontig_2196353_6,2169,2402,protein,CALIN,SP
5968062,c_MHASMcontig_2196353,2570,2810,r,0,1,,,,,MHASMcontig_2196353_7,2571,2810,protein,CALIN,SP
5968063,c_MHASMcontig_2196353,2814,3099,r,0,1,,,,,MHASMcontig_2196353_8,2815,3099,protein,CALIN,SP
5968064,c_MHASMcontig_2196353,3259,3733,r,0,1,,,,,MHASMcontig_2196353_9,3260,3733,protein,CALIN,SP
5968065,c_MHASMcontig_2196353,3698,4010,r,0,1,,,,,MHASMcontig_2196353_10,3699,4010,protein,CALIN,SP
5968066,c_MHASMcontig_2196353,4126,4522,r,0,1,,,,,MHASMcontig_2196353_11,4127,4522,protein,CALIN,SP
5968067,c_MHASMcontig_2196353,4643,4976,r,0,1,,,,,MHASMcontig_2196353_12,4644,4976,protein,CALIN,SP
5968068,c_MHASMcontig_2196353,5104,5524,r,0,1,,,,,MHASMcontig_2196353_13,5105,5524,protein,CALIN,SP
5968069,c_MHASMcontig_2196353,5597,5885,r,0,1,,,,,MHASMcontig_2196353_14,5598,5885,protein,CALIN,SP
5968070,c_MHASMcontig_2196353,6005,6608,r,0,1,,,,,MHASMcontig_2196353_15,6006,6608,protein,CALIN,SP
5978884,c_MHASMcontig_2203872,2328,2841,f,0,1,,,,,MHASMcontig_2203872_3,2329,2841,protein,CALIN,SP
5978885,c_MHASMcontig_2203872,2976,3483,f,0,1,,,,,MHASMcontig_2203872_4,2977,3483,protein,CALIN,SP
5978886,c_MHASMcontig_2203872,3590,3887,f,0,1,,,,,MHASMcontig_2203872_5,3591,3887,protein,CALIN,SP
6019522,c_MHASMcontig_2240232,1448,1841,f,0,1,,,,,MHASMcontig_2240232_2,1449,1841,protein,CALIN,SP
6019523,c_MHASMcontig_2240232,2324,2618,r,0,1,,,,,MHASMcontig_2240232_3,2325,2618,protein,CALIN,SP
6067590,c_MHASMcontig_2283337,95,521,f,0,1,,,,,MHASMcontig_2283337_1,96,521,protein,CALIN,SP
6067591,c_MHASMcontig_2283337,703,1135,f,0,1,,,,,MHASMcontig_2283337_2,704,1135,protein,CALIN,SP
6067592,c_MHASMcontig_2283337,1143,1329,f,0,1,,,,,MHASMcontig_2283337_3,1144,1329,protein,CALIN,SP
6067593,c_MHASMcontig_2283337,1479,1896,f,0,1,,,,,MHASMcontig_2283337_4,1480,1896,protein,CALIN,SP
6067594,c_MHASMcontig_2283337,1867,2179,f,0,1,,,,,MHASMcontig_2283337_5,1868,2179,protein,CALIN,SP
6067595,c_MHASMcontig_2283337,2293,2923,f,0,1,,,,,MHASMcontig_2283337_6,2294,2923,protein,CALIN,SP
6067596,c_MHASMcontig_2283337,3071,3431,f,0,1,,,,,MHASMcontig_2283337_7,3072,3431,protein,CALIN,SP
6067597,c_MHASMcontig_2283337,3552,3993,f,0,1,,,,,MHASMcontig_2283337_8,3553,3993,protein,CALIN,SP
6067598,c_MHASMcontig_2283337,4535,4916,f,0,1,,,,,MHASMcontig_2283337_9,4536,4916,protein,CALIN,SP
6087146,c_MHASMcontig_2300933,547,994,f,0,1,,,,,MHASMcontig_2300933_2,548,994,protein,CALIN,SP
6087147,c_MHASMcontig_2300933,1122,2106,f,0,1,,,,,MHASMcontig_2300933_3,1123,2106,protein,CALIN,SP
6087148,c_MHASMcontig_2300933,2230,2530,f,0,1,,,,,MHASMcontig_2300933_4,2231,2530,protein,CALIN,SP
6087149,c_MHASMcontig_2300933,2658,3141,f,0,1,,,,,MHASMcontig_2300933_5,2659,3141,protein,CALIN,SP
6087150,c_MHASMcontig_2300933,3275,4865,f,0,1,,,,,MHASMcontig_2300933_6,3276,4865,protein,CALIN,SP
6087556,c_MHASMcontig_2301199,793,1192,f,0,1,,,,,MHASMcontig_2301199_1,794,1192,protein,CALIN,SP
6088250,c_MHASMcontig_2301754,6273,6495,r,0,1,,,,,MHASMcontig_2301754_13,6274,6495,protein,CALIN,SP
6088251,c_MHASMcontig_2301754,6635,7070,r,0,1,,,,,MHASMcontig_2301754_14,6636,7070,protein,CALIN,SP
6088252,c_MHASMcontig_2301754,7143,7506,r,0,1,,,,,MHASMcontig_2301754_15,7144,7506,protein,CALIN,SP
6088253,c_MHASMcontig_2301754,7631,8285,r,0,1,,,,,MHASMcontig_2301754_16,7632,8285,protein,CALIN,SP
6088254,c_MHASMcontig_2301754,8397,8880,r,0,1,,,,,MHASMcontig_2301754_17,8398,8880,protein,CALIN,SP
6089101,c_MHASMcontig_2302273,217,928,f,0,1,,,,,MHASMcontig_2302273_1,218,928,protein,CALIN,SP
6089102,c_MHASMcontig_2302273,1040,1655,f,0,1,,,,,MHASMcontig_2302273_2,1041,1655,protein,CALIN,SP
6089103,c_MHASMcontig_2302273,1695,2649,f,0,1,,,,,MHASMcontig_2302273_3,1696,2649,protein,CALIN,SP
6090103,c_MHASMcontig_2302926,64,799,f,0,1,,,,,MHASMcontig_2302926_1,65,799,protein,CALIN,SP
6090104,c_MHASMcontig_2302926,905,1262,f,0,1,,,,,MHASMcontig_2302926_2,906,1262,protein,CALIN,SP
6090105,c_MHASMcontig_2302926,1294,1900,f,0,1,,,,,MHASMcontig_2302926_3,1295,1900,protein,CALIN,SP
6093057,c_MHASMcontig_2304771,2445,3411,f,0,1,,,,,MHASMcontig_2304771_3,2446,3411,protein,complete,SP
6093058,c_MHASMcontig_2304771,3624,4050,r,0,1,,,,,MHASMcontig_2304771_4,3625,4050,protein,complete,SP
6093059,c_MHASMcontig_2304771,4138,4624,r,0,1,,,,,MHASMcontig_2304771_5,4139,4624,protein,complete,SP
6093060,c_MHASMcontig_2304771,4639,5215,r,0,1,,,,,MHASMcontig_2304771_6,4640,5215,protein,complete,SP
6096907,c_MHASMcontig_2307700,1644,2133,f,0,1,,,,,MHASMcontig_2307700_3,1645,2133,protein,CALIN,SP
6096908,c_MHASMcontig_2307700,2167,2662,f,0,1,,,,,MHASMcontig_2307700_4,2168,2662,protein,CALIN,SP
6096909,c_MHASMcontig_2307700,2791,3646,f,0,1,,,,,MHASMcontig_2307700_5,2792,3646,protein,CALIN,SP
6097338,c_MHASMcontig_2307986,12322,12814,r,0,1,,,,,MHASMcontig_2307986_14,12323,12814,protein,CALIN,SP
6097339,c_MHASMcontig_2307986,13021,13720,f,0,1,,,,,MHASMcontig_2307986_15,13022,13720,protein,CALIN,SP
6097340,c_MHASMcontig_2307986,13753,14149,r,0,1,,,,,MHASMcontig_2307986_16,13754,14149,protein,CALIN,SP
6097341,c_MHASMcontig_2307986,14157,14544,r,0,1,,,,,MHASMcontig_2307986_17,14158,14544,protein,CALIN,SP
6097342,c_MHASMcontig_2307986,14717,15581,r,0,1,,,,,MHASMcontig_2307986_18,14718,15581,protein,CALIN,SP
6097343,c_MHASMcontig_2307986,15618,15984,r,0,1,,,,,MHASMcontig_2307986_19,15619,15984,protein,CALIN,SP
6097344,c_MHASMcontig_2307986,16175,16787,r,0,1,,,,,MHASMcontig_2307986_20,16176,16787,protein,CALIN,SP
6097345,c_MHASMcontig_2307986,16941,17874,r,0,1,,,,,MHASMcontig_2307986_21,16942,17874,protein,CALIN,SP
6099304,c_MHASMcontig_2309447,136,721,f,0,1,,,,,MHASMcontig_2309447_1,137,721,protein,CALIN,SP
6099305,c_MHASMcontig_2309447,834,1188,f,0,1,,,,,MHASMcontig_2309447_2,835,1188,protein,CALIN,SP
6099306,c_MHASMcontig_2309447,1332,1890,f,0,1,,,,,MHASMcontig_2309447_3,1333,1890,protein,CALIN,SP
6099307,c_MHASMcontig_2309447,2099,2324,f,0,1,,,,,MHASMcontig_2309447_4,2100,2324,protein,CALIN,SP
6099308,c_MHASMcontig_2309447,2468,3275,f,0,1,,,,,MHASMcontig_2309447_5,2469,3275,protein,CALIN,SP
6099309,c_MHASMcontig_2309447,3416,3947,f,0,1,,,,,MHASMcontig_2309447_6,3417,3947,protein,CALIN,SP
6102002,c_MHASMcontig_2311738,3505,3922,r,0,1,,,,,MHASMcontig_2311738_7,3506,3922,protein,CALIN,SP
6102003,c_MHASMcontig_2311738,4407,5133,r,0,1,,,,,MHASMcontig_2311738_8,4408,5133,protein,CALIN,SP
6102353,c_MHASMcontig_2312027,2,824,f,1,1,,,,,MHASMcontig_2312027_1,3,824,protein,In0,SP
6103253,c_MHASMcontig_2312961,41448,42582,r,0,1,,,,,MHASMcontig_2312961_40,41449,42582,protein,complete,SP
6103254,c_MHASMcontig_2312961,44003,44387,f,0,1,,,,,MHASMcontig_2312961_41,44004,44387,protein,complete,SP
6103737,c_MHASMcontig_2313348,3852,4248,f,0,1,,,,,MHASMcontig_2313348_5,3853,4248,protein,CALIN,SP
6103738,c_MHASMcontig_2313348,4338,4971,f,0,1,,,,,MHASMcontig_2313348_6,4339,4971,protein,CALIN,SP
6103739,c_MHASMcontig_2313348,4970,5075,f,0,1,,,,,MHASMcontig_2313348_7,4971,5075,protein,CALIN,SP
6103739,c_MHASMcontig_2313348,4970,5075,f,0,1,,,,,attc_002,4976,5055,attC,CALIN,SP
6103740,c_MHASMcontig_2313348,5071,5518,f,1,1,,,,,MHASMcontig_2313348_8,5072,5518,protein,CALIN,SP
6110024,c_MHASMcontig_2318210,203,1133,r,0,1,,,,,MHASMcontig_2318210_1,204,1133,protein,complete,SP
6110025,c_MHASMcontig_2318210,1122,1539,r,0,1,,,,,MHASMcontig_2318210_2,1123,1539,protein,complete,SP
6110027,c_MHASMcontig_2318210,2817,3807,f,0,1,,,,,MHASMcontig_2318210_4,2818,3807,protein,complete,SP
6110028,c_MHASMcontig_2318210,3907,4228,r,1,1,,,,,MHASMcontig_2318210_5,3908,4228,protein,complete,SP
6113104,c_MHASMcontig_2320343,97,451,r,0,1,,,,,MHASMcontig_2320343_1,98,451,protein,CALIN,SP
6113105,c_MHASMcontig_2320343,559,1054,r,0,1,,,,,MHASMcontig_2320343_2,560,1054,protein,CALIN,SP
6113106,c_MHASMcontig_2320343,1182,2337,f,0,1,,,,,MHASMcontig_2320343_3,1183,2337,protein,CALIN,SP
6113107,c_MHASMcontig_2320343,2779,3643,r,0,1,,,,,MHASMcontig_2320343_4,2780,3643,protein,CALIN,SP
6114930,c_MHASMcontig_2321769,847,1150,f,0,1,,,,,MHASMcontig_2321769_3,848,1150,protein,CALIN,SP
6114931,c_MHASMcontig_2321769,1246,1537,r,0,1,,,,,MHASMcontig_2321769_4,1247,1537,protein,CALIN,SP
6114932,c_MHASMcontig_2321769,1663,2077,r,0,1,,,,,MHASMcontig_2321769_5,1664,2077,protein,CALIN,SP
6114933,c_MHASMcontig_2321769,2294,2741,r,0,1,,,,,MHASMcontig_2321769_6,2295,2741,protein,CALIN,SP
6114934,c_MHASMcontig_2321769,2858,3146,r,0,1,,,,,MHASMcontig_2321769_7,2859,3146,protein,CALIN,SP
6115070,c_MHASMcontig_2321898,9318,9525,r,0,1,,,,,MHASMcontig_2321898_16,9319,9525,protein,CALIN,SP
6115071,c_MHASMcontig_2321898,9820,10276,r,0,1,,,,,MHASMcontig_2321898_17,9821,10276,protein,CALIN,SP
6115072,c_MHASMcontig_2321898,10397,10955,r,0,1,,,,,MHASMcontig_2321898_18,10398,10955,protein,CALIN,SP
6115073,c_MHASMcontig_2321898,11067,11580,r,0,1,,,,,MHASMcontig_2321898_19,11068,11580,protein,CALIN,SP
6115074,c_MHASMcontig_2321898,11756,12050,r,0,1,,,,,MHASMcontig_2321898_20,11757,12050,protein,CALIN,SP
6115075,c_MHASMcontig_2321898,12165,12477,r,0,1,,,,,MHASMcontig_2321898_21,12166,12477,protein,CALIN,SP
6115076,c_MHASMcontig_2321898,12575,12965,r,0,1,,,,,MHASMcontig_2321898_22,12576,12965,protein,CALIN,SP
6115077,c_MHASMcontig_2321898,13068,13380,r,0,1,,,,,MHASMcontig_2321898_23,13069,13380,protein,CALIN,SP
6115078,c_MHASMcontig_2321898,13499,13835,r,0,1,,,,,MHASMcontig_2321898_24,13500,13835,protein,CALIN,SP
6122822,c_MHASMcontig_2328399,762,1068,f,0,1,,,,,MHASMcontig_2328399_2,763,1068,protein,CALIN,SP
6122823,c_MHASMcontig_2328399,1234,1588,f,0,1,,,,,MHASMcontig_2328399_3,1235,1588,protein,CALIN,SP
6122824,c_MHASMcontig_2328399,1718,2042,f,0,1,,,,,MHASMcontig_2328399_4,1719,2042,protein,CALIN,SP
6122825,c_MHASMcontig_2328399,2179,2470,f,0,1,,,,,MHASMcontig_2328399_5,2180,2470,protein,CALIN,SP
6122826,c_MHASMcontig_2328399,2479,3229,f,0,1,,,,,MHASMcontig_2328399_6,2480,3229,protein,CALIN,SP
6122827,c_MHASMcontig_2328399,3350,3572,r,0,1,,,,,MHASMcontig_2328399_7,3351,3572,protein,CALIN,SP
6122828,c_MHASMcontig_2328399,3757,4114,f,0,1,,,,,MHASMcontig_2328399_8,3758,4114,protein,CALIN,SP
6122829,c_MHASMcontig_2328399,4261,4738,f,0,1,,,,,MHASMcontig_2328399_9,4262,4738,protein,CALIN,SP
6122830,c_MHASMcontig_2328399,4807,5212,f,0,1,,,,,MHASMcontig_2328399_10,4808,5212,protein,CALIN,SP
6122831,c_MHASMcontig_2328399,5324,5660,f,0,1,,,,,MHASMcontig_2328399_11,5325,5660,protein,CALIN,SP
6122832,c_MHASMcontig_2328399,6206,6641,f,0,1,,,,,MHASMcontig_2328399_12,6207,6641,protein,CALIN,SP
6122833,c_MHASMcontig_2328399,6939,7344,f,0,1,,,,,MHASMcontig_2328399_13,6940,7344,protein,CALIN,SP
6122834,c_MHASMcontig_2328399,7451,7865,f,0,1,,,,,MHASMcontig_2328399_14,7452,7865,protein,CALIN,SP
6122835,c_MHASMcontig_2328399,8008,8347,f,0,1,,,,,MHASMcontig_2328399_15,8009,8347,protein,CALIN,SP
6122836,c_MHASMcontig_2328399,8408,8741,r,0,1,,,,,MHASMcontig_2328399_16,8409,8741,protein,CALIN,SP
6122837,c_MHASMcontig_2328399,8932,9259,f,0,1,,,,,MHASMcontig_2328399_17,8933,9259,protein,CALIN,SP
6122838,c_MHASMcontig_2328399,9380,9716,f,0,1,,,,,MHASMcontig_2328399_18,9381,9716,protein,CALIN,SP
6122839,c_MHASMcontig_2328399,9852,10155,f,0,1,,,,,MHASMcontig_2328399_19,9853,10155,protein,CALIN,SP
6122840,c_MHASMcontig_2328399,10264,10621,f,0,1,,,,,MHASMcontig_2328399_20,10265,10621,protein,CALIN,SP
6129347,c_MHASMcontig_2333471,2,785,f,1,1,,,,,MHASMcontig_2333471_1,3,785,protein,complete,SP
6129351,c_MHASMcontig_2333471,4283,5252,r,0,1,,,,,MHASMcontig_2333471_5,4284,5252,protein,complete,SP
6129352,c_MHASMcontig_2333471,5615,6080,f,0,1,,,,,MHASMcontig_2333471_6,5616,6080,protein,complete,SP
6129353,c_MHASMcontig_2333471,6186,6720,f,0,1,,,,,MHASMcontig_2333471_7,6187,6720,protein,complete,SP
6129354,c_MHASMcontig_2333471,6833,6914,f,1,1,,,,,MHASMcontig_2333471_8,6834,6914,protein,complete,SP
6130025,c_MHASMcontig_2333994,121,577,r,0,1,,,,,MHASMcontig_2333994_1,122,577,protein,CALIN,SP
6130026,c_MHASMcontig_2333994,699,1125,r,0,1,,,,,MHASMcontig_2333994_2,700,1125,protein,CALIN,SP
6130027,c_MHASMcontig_2333994,1233,1677,r,0,1,,,,,MHASMcontig_2333994_3,1234,1677,protein,CALIN,SP
6130028,c_MHASMcontig_2333994,1710,2319,r,0,1,,,,,MHASMcontig_2333994_4,1711,2319,protein,CALIN,SP
6130029,c_MHASMcontig_2333994,2436,2928,r,0,1,,,,,MHASMcontig_2333994_5,2437,2928,protein,CALIN,SP
6132817,c_MHASMcontig_2336061,9439,10507,f,0,1,,,,,MHASMcontig_2336061_10,9440,10507,protein,CALIN,SP
6132818,c_MHASMcontig_2336061,10511,10895,f,0,1,,,,,MHASMcontig_2336061_11,10512,10895,protein,CALIN,SP
6135311,c_MHASMcontig_2338015,8122,8857,r,0,1,,,,,MHASMcontig_2338015_11,8123,8857,protein,CALIN,SP
6135312,c_MHASMcontig_2338015,9030,9423,r,0,1,,,,,MHASMcontig_2338015_12,9031,9423,protein,CALIN,SP
6135313,c_MHASMcontig_2338015,9569,10340,r,0,1,,,,,MHASMcontig_2338015_13,9570,10340,protein,CALIN,SP
6135314,c_MHASMcontig_2338015,10496,10748,r,0,1,,,,,MHASMcontig_2338015_14,10497,10748,protein,CALIN,SP
6135315,c_MHASMcontig_2338015,10891,11422,r,0,1,,,,,MHASMcontig_2338015_15,10892,11422,protein,CALIN,SP
6135316,c_MHASMcontig_2338015,11475,11892,r,0,1,,,,,MHASMcontig_2338015_16,11476,11892,protein,CALIN,SP
6135317,c_MHASMcontig_2338015,12146,12623,f,0,1,,,,,MHASMcontig_2338015_17,12147,12623,protein,CALIN,SP
6135318,c_MHASMcontig_2338015,12807,12948,r,0,1,,,,,MHASMcontig_2338015_18,12808,12948,protein,CALIN,SP
6135319,c_MHASMcontig_2338015,12944,13490,r,0,1,,,,,MHASMcontig_2338015_19,12945,13490,protein,CALIN,SP
6135320,c_MHASMcontig_2338015,13693,14053,r,0,1,,,,,MHASMcontig_2338015_20,13694,14053,protein,CALIN,SP
6160665,c_MHASMcontig_2367161,4654,5614,r,0,1,,,,,MHASMcontig_2367161_6,4655,5614,protein,In0,SP
6185663,c_MHASMcontig_2389623,1410,1842,f,0,1,,,,,MHASMcontig_2389623_2,1411,1842,protein,CALIN,SP
6185664,c_MHASMcontig_2389623,1928,2915,f,0,1,,,,,MHASMcontig_2389623_3,1929,2915,protein,CALIN,SP
6185665,c_MHASMcontig_2389623,2924,3443,f,0,1,,,,,MHASMcontig_2389623_4,2925,3443,protein,CALIN,SP
6185666,c_MHASMcontig_2389623,3577,3979,f,0,1,,,,,MHASMcontig_2389623_5,3578,3979,protein,CALIN,SP
6199914,c_MHASMcontig_2395903,2173,3484,r,0,1,,,,,MHASMcontig_2395903_3,2174,3484,protein,CALIN,SP
6199915,c_MHASMcontig_2395903,3595,4120,r,0,1,,,,,MHASMcontig_2395903_4,3596,4120,protein,CALIN,SP
6199916,c_MHASMcontig_2395903,4233,4764,r,0,1,,,,,MHASMcontig_2395903_5,4234,4764,protein,CALIN,SP
6218325,c_MHASMcontig_2403790,360,738,r,0,1,,,,,MHASMcontig_2403790_2,361,738,protein,CALIN,SP
6218326,c_MHASMcontig_2403790,819,1203,r,0,1,,,,,MHASMcontig_2403790_3,820,1203,protein,CALIN,SP
6218327,c_MHASMcontig_2403790,1259,1454,r,0,1,,,,,MHASMcontig_2403790_4,1260,1454,protein,CALIN,SP
6218328,c_MHASMcontig_2403790,1464,1980,r,0,1,,,,,MHASMcontig_2403790_5,1465,1980,protein,CALIN,SP
6218329,c_MHASMcontig_2403790,2077,2290,r,0,1,,,,,MHASMcontig_2403790_6,2078,2290,protein,CALIN,SP
6218330,c_MHASMcontig_2403790,2463,2721,r,0,1,,,,,MHASMcontig_2403790_7,2464,2721,protein,CALIN,SP
6218331,c_MHASMcontig_2403790,2807,3011,r,0,1,,,,,MHASMcontig_2403790_8,2808,3011,protein,CALIN,SP
6218332,c_MHASMcontig_2403790,3188,3632,r,0,1,,,,,MHASMcontig_2403790_9,3189,3632,protein,CALIN,SP
6218333,c_MHASMcontig_2403790,3742,3952,r,0,1,,,,,MHASMcontig_2403790_10,3743,3952,protein,CALIN,SP
6293139,c_MHASMcontig_2448294,0,165,f,1,1,,,,,MHASMcontig_2448294_1,1,165,protein,complete,SP
6293140,c_MHASMcontig_2448294,166,1144,r,0,1,,,,,MHASMcontig_2448294_2,167,1144,protein,complete,SP
6293142,c_MHASMcontig_2448294,1760,2702,f,0,1,,,,,MHASMcontig_2448294_4,1761,2702,protein,complete,SP
6293143,c_MHASMcontig_2448294,2895,3474,f,0,1,,,,,MHASMcontig_2448294_5,2896,3474,protein,complete,SP
6302101,c_MHASMcontig_2454293,7572,7944,f,0,1,,,,,MHASMcontig_2454293_9,7573,7944,protein,CALIN,SP
6302102,c_MHASMcontig_2454293,8054,8396,f,0,1,,,,,MHASMcontig_2454293_10,8055,8396,protein,CALIN,SP
6302103,c_MHASMcontig_2454293,8535,9333,f,0,1,,,,,MHASMcontig_2454293_11,8536,9333,protein,CALIN,SP
6302104,c_MHASMcontig_2454293,9440,9842,f,0,1,,,,,MHASMcontig_2454293_12,9441,9842,protein,CALIN,SP
6302105,c_MHASMcontig_2454293,9976,10246,f,0,1,,,,,MHASMcontig_2454293_13,9977,10246,protein,CALIN,SP
6317211,c_MHASMcontig_2464573,1056,2019,f,0,1,,,,,MHASMcontig_2464573_3,1057,2019,protein,In0,SP
6325997,c_MHASMcontig_2470042,2015,2360,r,0,1,,,,,MHASMcontig_2470042_2,2016,2360,protein,CALIN,SP
6325998,c_MHASMcontig_2470042,2540,2897,r,0,1,,,,,MHASMcontig_2470042_3,2541,2897,protein,CALIN,SP
6325999,c_MHASMcontig_2470042,3024,3522,r,0,1,,,,,MHASMcontig_2470042_4,3025,3522,protein,CALIN,SP
6334040,c_MHASMcontig_2476169,2,80,f,1,1,,,,,MHASMcontig_2476169_1,3,80,protein,CALIN,SP
6334041,c_MHASMcontig_2476169,197,1193,f,0,1,,,,,MHASMcontig_2476169_2,198,1193,protein,CALIN,SP
6334042,c_MHASMcontig_2476169,1358,1595,f,0,1,,,,,MHASMcontig_2476169_3,1359,1595,protein,CALIN,SP
6334046,c_MHASMcontig_2476169,4605,4899,r,0,1,,,,,MHASMcontig_2476169_7,4606,4899,protein,CALIN,SP
6352822,c_MHASMcontig_2488530,3857,4139,f,0,1,,,,,MHASMcontig_2488530_10,3858,4139,protein,CALIN,SP
6352823,c_MHASMcontig_2488530,4242,4539,r,0,1,,,,,MHASMcontig_2488530_11,4243,4539,protein,CALIN,SP
6352824,c_MHASMcontig_2488530,4542,4761,r,0,1,,,,,MHASMcontig_2488530_12,4543,4761,protein,CALIN,SP
6352825,c_MHASMcontig_2488530,4977,5280,r,0,1,,,,,MHASMcontig_2488530_13,4978,5280,protein,CALIN,SP
6352826,c_MHASMcontig_2488530,5267,5525,r,0,1,,,,,MHASMcontig_2488530_14,5268,5525,protein,CALIN,SP
6352827,c_MHASMcontig_2488530,5760,5982,f,0,1,,,,,MHASMcontig_2488530_15,5761,5982,protein,CALIN,SP
6352828,c_MHASMcontig_2488530,5974,6265,f,0,1,,,,,MHASMcontig_2488530_16,5975,6265,protein,CALIN,SP
6352829,c_MHASMcontig_2488530,6357,6888,r,0,1,,,,,MHASMcontig_2488530_17,6358,6888,protein,CALIN,SP
6352830,c_MHASMcontig_2488530,7013,7538,r,1,1,,,,,MHASMcontig_2488530_18,7014,7538,protein,CALIN,SP
6369592,c_MHASMcontig_2499872,8992,9307,r,0,1,,,,,MHASMcontig_2499872_12,8993,9307,protein,CALIN,SP
6369593,c_MHASMcontig_2499872,9429,9957,r,0,1,,,,,MHASMcontig_2499872_13,9430,9957,protein,CALIN,SP
6369594,c_MHASMcontig_2499872,10035,10344,r,0,1,,,,,MHASMcontig_2499872_14,10036,10344,protein,CALIN,SP
6369595,c_MHASMcontig_2499872,10432,11014,r,0,1,,,,,MHASMcontig_2499872_15,10433,11014,protein,CALIN,SP
